ï»¿dummy        {'dummy', 'LANG:EN'}
chiamata-       {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LANG:IT', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'PF:chiamato', 'ARG', '-COMP:V', 'LF:called', 'COMP:P', '-COMP:T/fin', 'PHI:GEN:_', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
danno           {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LF:damage', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', 'PF:danno', '-COMP:T/fin', '-SPEC:C/fin'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'COMP:ARE/inf', 'ASP', 'SEM:internal', 'SPEC:ADV', 'PHI:NUM:_', 'LANG:IT', 'COMP:D', 'PHI:PER:_', 'LF:detest', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', 'PF:detest', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
devono          ['LANG:EN']
deva-           {'COMP:ARE/inf', 'SEM:internal', 'SPEC:ADV', 'PHI:NUM:_', 'PF:deva', 'SPEC:D', 'LANG:IT', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'LF:must', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', '-COMP:N', '-COMP:v', 'V', '-ASP', '-SPEC:FORCE', '-VAL'}
di              {'-SPEC:v', '-SPEC:C', '-adjoinable', '-COMP:uWH', '-SPEC:V', 'PHI:NUM:_', 'PF:di', '-SPEC:iR', '-COMP:ADV', 'SPEC:*', '-SPEC:ADV', 'COMP:D', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', 'PHI:DET:_', '-SPEC:INF', 'ARG', '-SPEC:P', '!COMP:*', '-SPEC:FORCE', '-COMP:N', '-SPEC:N', 'LF:of', '-VAL', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:iWH'}
does            {'PHI:NUM:SG', '-SPEC:v', '-COMP:INF', 'PHI:PER:_', 'COMP:Neg', '-SPEC:T/fin', 'SPEC:TO/inf', 'PF:does', 'ARG', 'LANG:EN', '-COMP:T/fin', 'LF:does', '-SPEC:TO/inf', '-SPEC:C/fin', '-SPEC:Neg', '!SPEC:D', 'FIN', '-SPEC:V', 'PHI:GEN:M', 'PHI:NUM:_', 'T/fin', 'COMP:v', 'COMP:V', '!PROBE:V', 'SPEC:*', 'SPEC:D', 'COMP:D', 'PHI:GEN:F', 'PHI:DET:_', '!COMP:*', 'PHI:GEN:_', '-SPEC:N', 'COMP:T/prt', 'PHI:PER:3', 'T', '-SPEC:FORCE', 'VAL'}
does_C          ['LANG:EN']
does-           {'PHI:NUM:SG', '-SPEC:v', '-COMP:INF', 'PHI:PER:_', 'COMP:Neg', '-SPEC:T/fin', 'SPEC:TO/inf', 'PF:does', 'ARG', 'LANG:EN', '-COMP:T/fin', 'LF:does', '-SPEC:TO/inf', '-SPEC:C/fin', '-SPEC:Neg', '!SPEC:D', 'FIN', '-SPEC:V', 'PHI:GEN:M', 'PHI:NUM:_', 'T/fin', 'COMP:v', 'COMP:V', '!PROBE:V', 'SPEC:*', 'SPEC:D', 'COMP:D', 'PHI:GEN:F', 'PHI:DET:_', '!COMP:*', 'PHI:GEN:_', '-SPEC:N', 'COMP:T/prt', 'PHI:PER:3', 'T', '-SPEC:FORCE', 'VAL'}
dorme           ['LANG:IT']
dorme-          {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:sleep', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', 'PHI:GEN:_', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'PF:dorme', 'V', '-VAL', '-COMP:T/fin', '!SPEC:D'}
e               ['LANG:IT']
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'FIN', 'LF:neg', 'SEM:internal', 'PHI:NUM:_', 'PF:ei', 'SPEC:*', 'Neg/fin', 'PHI:PER:_', '!COMP:T', '-SPEC:T/fin', 'LANG:FI', '%SPEC:INF', 'PHI:DET:_', 'ARG', '!COMP:*', '!SPEC:*', '-SPEC:T', 'POL:NEG', 'COMP:T/prt', 'VAL', 'NEG'}
e-              {'FIN', 'LF:neg', 'SEM:internal', 'PHI:NUM:_', 'PF:ei', 'SPEC:*', 'Neg/fin', 'PHI:PER:_', '!COMP:T', '-SPEC:T/fin', 'LANG:FI', '%SPEC:INF', 'PHI:DET:_', 'ARG', '!COMP:*', '!SPEC:*', '-SPEC:T', 'POL:NEG', 'COMP:T/prt', 'VAL', 'NEG'}
elaa            ['LANG:FI']
ela-            {'PF:elaa', 'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:live', '-COMP:D', 'SPEC:D', 'CLASS:INTR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
etsii           ['LANG:FI']
etsi-           {'ASP', '!COMP:D', 'SPEC:ADV', 'PHI:NUM:_', 'PF:etsi', 'COMP:D', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'LF:search', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
etta            {'LF:that', 'FIN', '-SPEC:*', '!COMP:*', '!PROBE:T/fin', 'PF:etta', '-VAL', '-ARG', 'FORCE', 'COMP:T/fin', 'COMP:C/fin', 'LANG:FI'}
flow'           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'SPEC:D', 'PHI:PER:_', 'PF:flow', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', '-COMP:N', 'LF:flow', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
from            {'-SPEC:v', '-SPEC:C', '-COMP:uWH', '-SPEC:V', 'adjoinable', 'PHI:NUM:_', '-SPEC:iR', '-COMP:ADV', '-SPEC:ADV', 'COMP:D', 'TAIL:V,+SEM:directional', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'PHI:DET:_', 'PF:from', '-SPEC:INF', '-SPEC:*', 'ARG', '-SPEC:P', 'LANG:EN', '!COMP:*', '-float', 'PHI:GEN:_', '-SPEC:FORCE', '-COMP:N', '-SPEC:N', 'LF:from', '-VAL', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:iWH'}
gave            ['LANG:EN']
give-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'SPEC:D', 'LF:give', 'COMP:D', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PF:give', 'PHI:GEN:_', '+SEM:directional', '-COMP:N', '-COMP:v', 'V', '-COMP:FIN', '-SPEC:FORCE', '-VAL', 'CLASS:DITR'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'N', 'LF:Giuseppe', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', 'PF:Giuseppe', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'ASP', 'SEM:internal', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'LF:want', '-SPEC:*', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'PF:haluaa', 'COMP:A/inf', 'ASP:BOUNDED'}
hairitsee       ['LANG:FI']
hairitse-       {'ASP', 'LF:disturb', '!COMP:D', 'SPEC:ADV', 'PHI:NUM:_', 'SPEC:D', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', 'PF:hairitsee', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-COMP:FIN', '-SPEC:FORCE', '-VAL'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'SEM:internal', 'PF:ha', 'SPEC:ADV', 'PHI:NUM:_', 'LF:have', 'SPEC:*', 'COMP:T', 'SPEC:D', 'LANG:IT', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', '-COMP:N', '-COMP:v', 'V', '-ASP', '-SPEC:FORCE', '-VAL'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'ASP', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:D', 'SPEC:D', 'CLASS:INTR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'PF:havia', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'LF:disappear'}
ihailen         ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'ASP', '!COMP:D', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-COMP:FIN', '-SPEC:FORCE', '-VAL', 'LF:admire', 'PF:ihaile-'}
il              {'-SPEC:C', '!PROBE:N', '-SPEC:V', 'adjoinable', '-COMP:D', 'LANG:IT', 'COMP:N', '-ARG', '-SPEC:T/fin', '-SPEC:Neg/fin', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '!COMP:*', 'PF:il', 'OP', 'LF:the', '-SPEC:N', 'D', '-COMP:uR', '-SPEC:D', '-COMP:T/fin'}
i               {'-SPEC:C', '!PROBE:N', '-SPEC:V', 'adjoinable', '-COMP:D', 'LANG:IT', 'COMP:N', '-ARG', '-SPEC:T/fin', '-SPEC:Neg/fin', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '!COMP:*', 'PF:il', 'OP', 'LF:the', '-SPEC:N', 'D', '-COMP:uR', '-SPEC:D', '-COMP:T/fin'}
in              {'-SPEC:v', '-SPEC:C', '-COMP:uWH', '-SPEC:V', 'adjoinable', 'PHI:NUM:_', '-SPEC:iR', '-COMP:ADV', 'LANG:IT', '-SPEC:ADV', '-SPEC:iWH', 'COMP:D', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'PHI:DET:_', '-SPEC:INF', 'ARG', '-SPEC:P', '!COMP:*', 'PHI:GEN:_', '-SPEC:FORCE', '-COMP:N', '-SPEC:N', '-VAL', '-COMP:T/fin', '-SPEC:C/fin', 'PF:in', 'LF:in'}
infermieri      {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'PF:infermieri', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'LF:nurses', 'COMP:R', '-SPEC:R', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
is              ['LANG:EN']
be-             {'ASP', 'SPEC:ADV', 'PF:be', 'SPEC:D', 'COPULA', '-ARG', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:P', '!COMP:*', 'LANG:EN', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', '-COMP:TO/inf', 'V', '-VAL', '-SPEC:FORCE', 'LF:be'}
istuuko         ['LANG:FI']
istuu-          {'ASP', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:D', 'SPEC:D', 'CLASS:INTR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'LF:sit', 'PHI:DET:_', 'PF:istuu', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
John            ['LANG:EN']
John-           {'N', '-adjoinable', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', 'LF:John', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', 'LANG:EN', 'PF:John', '-COMP:V', '-COMP:A', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'N', 'COMP:R/D', '-SPEC:V', 'LF:Jukka', 'SPEC:A', 'PF:Jukka', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin'}
juosten         ['LANG:FI']
juokse-         {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'LF:run', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', 'PF:juokse-', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
istuu           ['LANG:FI']
istu-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'LF:sit', 'PHI:DET:_', 'PF:istuu', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
kaksi           {'PHI:NUM:SG', 'PF:kaksi', 'LF:two', 'ARG', 'PHI:NUM:_', 'NUM', 'SPEC:*', 'TAIL:ARG,VAL,FIN', 'COMP:n', 'PHI:DET:_', '-VAL', 'COMP:N', 'PHI:PER:_', 'LANG:FI'}
kaksi           {'PF:kaksi', 'LF:two', 'LANG:EN', 'NUM', 'TAIL:*POL:NEG', 'SPEC:*', 'COMP:n', 'COMP:N', 'TAIL:ARG,ASP:BOUNDED'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'SPEC:*', 'PF:kaksi', 'LF:two', 'COMP:n', 'COMP:N', 'NUM', 'LANG:FI'}
kaupunkia       ['LANG:EN']
kaupunki        {'LF:city', 'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', 'PF:kaupunki', '-SPEC:T/fin', 'LANG:FI', '-COMP:P', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'LF:order', 'ASP', 'PF:kaske', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '!COMP:A/inf', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'SEM:external', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', 'LF:watch', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', 'PF:kello', '-COMP:v', '-SPEC:N', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
kello0-         {'PF:kello', 'SPEC:D', '2SPEC', 'LF:watch', 'LANG:FI', '0'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', 'LF:key', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', 'LANG:EN', '-COMP:V', '-COMP:A', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', 'PF:key', '-SPEC:C/fin'}
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', 'PF:kirja', '-COMP:V', '-COMP:A', '-COMP:T/fin', 'LF:book', 'COMP:P', 'COMP:R', '-SPEC:R', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin'}
kohti           {'-SPEC:v', 'LF:towards', '-SPEC:C', '-COMP:uWH', 'adjoinable', '-SPEC:V', 'PHI:NUM:_', 'TAIL:V', '-SPEC:iR', '-COMP:ADV', 'SPEC:*', '-SPEC:ADV', 'COMP:D', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', 'PHI:DET:_', '-SPEC:INF', 'ARG', '-SPEC:P', '!COMP:*', '-SPEC:FORCE', '-SPEC:C/fin', '-COMP:N', '-SPEC:N', '-VAL', '-COMP:T/fin', 'PF:kohti', '-SPEC:iWH'}
