ï»¿dummy        {'LANG:EN', 'dummy'}
claim-          {'LF:claim', '-SPEC:T/fin', 'ARG', 'SPEC:P', 'PHI:GEN:_', '-COMP:V', 'PF:claim', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'COMP:T/fin', '-COMP:D', 'ASP', 'LANG:EN', 'PHI:PER:_', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_'}
danno           {'COMP:R', 'COMP:D/rel', '-SPEC:T/fin', 'COMP:T/prt', '-COMP:VA/inf', 'COMP:P', 'N', '-SPEC:uWH', '-COMP:AUX', '-SPEC:P', 'LANG:IT', '-COMP:V', '-SPEC:INF', 'COMP:C', 'PF:danno', 'LF:damage', '-SPEC:C/fin', '-SPEC:N', '-SPEC:R', 'SPEC:A', '-COMP:WH', 'COMP:R/D', '-SPEC:ADV', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:v', '-SPEC:V', '-COMP:C/fin', '-SPEC:FORCE'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'-SPEC:T/fin', 'ARG', 'SPEC:P', 'PHI:GEN:_', 'LF:detest', 'LANG:IT', 'COMP:ARE/inf', '-COMP:V', 'COMP:D', 'SPEC:TO/inf', 'PHI:NUM:_', 'SPEC:ADV', 'ASP', 'PHI:PER:_', 'SEM:internal', '-COMP:N', '-COMP:v', 'V', 'PF:detest', '-VAL', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_'}
devono          ['LANG:EN']
deva-           {'-SPEC:T/fin', 'ARG', 'LF:must', 'SPEC:P', 'PHI:GEN:_', 'PF:deva', 'LANG:IT', 'COMP:ARE/inf', '-COMP:V', '-SPEC:FORCE', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'PHI:PER:_', 'SEM:internal', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-ASP', 'PHI:DET:_'}
di              {'-SPEC:iR', 'PF:di', '-SPEC:T/fin', '-COMP:T', 'ARG', '-COMP:T/fin', '-SPEC:P', '-SPEC:Neg/fin', 'LANG:FI', '-SPEC:INF', 'P', 'COMP:D', '-SPEC:iWH', 'PHI:NUM:_', '-SPEC:C/fin', 'LF:of', '-adjoinable', '-SPEC:N', '-COMP:uWH', '-SPEC:C', '-SPEC:v', '-SPEC:ADV', 'PHI:PER:_', '!COMP:*', '-COMP:N', '-COMP:ADV', '-COMP:A', '-VAL', 'SPEC:*', '-SPEC:V', '-SPEC:FORCE', 'PHI:DET:_'}
does            {'COMP:T/prt', 'PF:does', '-COMP:T/fin', 'PHI:GEN:_', 'SPEC:C/fin', 'SPEC:*', 'VAL', 'SPEC:D', 'PHI:NUM:_', 'SPEC:FORCE', 'PHI:GEN:M', 'LANG:EN', '-SPEC:C', '-SPEC:v', 'COMP:V', 'PHI:NUM:SG', 'FIN', '!SPEC:*', '-SPEC:T/fin', '-SPEC:Neg', 'ARG', 'PHI:GEN:F', 'PHI:PER:3', 'LF:does', 'SPEC:TO/inf', '-COMP:INF', '-SPEC:N', 'T', 'PHI:PER:_', '!COMP:*', '!PROBE:V', 'COMP:v', '-SPEC:TO/inf', 'COMP:Neg', '-SPEC:V', 'PHI:DET:_', 'T/fin'}
does_C          ['LANG:EN']
does-           {'COMP:T/prt', 'PF:does', '-COMP:T/fin', 'PHI:GEN:_', 'SPEC:C/fin', 'SPEC:*', 'VAL', 'SPEC:D', 'PHI:NUM:_', 'SPEC:FORCE', 'PHI:GEN:M', 'LANG:EN', '-SPEC:C', '-SPEC:v', 'COMP:V', 'PHI:NUM:SG', 'FIN', '!SPEC:*', '-SPEC:T/fin', '-SPEC:Neg', 'ARG', 'PHI:GEN:F', 'PHI:PER:3', 'LF:does', 'SPEC:TO/inf', '-COMP:INF', '-SPEC:N', 'T', 'PHI:PER:_', '!COMP:*', '!PROBE:V', 'COMP:v', '-SPEC:TO/inf', 'COMP:Neg', '-SPEC:V', 'PHI:DET:_', 'T/fin'}
dorme           ['LANG:IT']
dorme-          {'-SPEC:T/fin', 'PF:dorme', 'ARG', 'SPEC:P', 'PHI:GEN:_', 'LF:sleep', '-COMP:V', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'ASP', '-COMP:D', 'LANG:EN', 'PHI:PER:_', '-COMP:MA/inf', '!SPEC:D', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'PHI:DET:_', 'COMP:P', '-SPEC:FORCE', 'CLASS:INTR'}
disappeared     ['LANG:EN']
disappear-      {'-SPEC:T/fin', 'ARG', 'SPEC:P', 'PHI:GEN:_', '-COMP:V', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'ASP', '-COMP:D', 'LANG:EN', 'CLASS:INTR', 'PHI:PER:_', '-COMP:MA/inf', '-COMP:N', '-COMP:v', 'V', 'PF:disappear', '-VAL', 'PHI:DET:_', 'COMP:P', '-SPEC:FORCE', 'LF:disappear'}
e               ['LANG:IT']
easy            ['LANG:EN']
easy-           {'LANG:EN', 'PF:easy', '2SPEC', 'LF:easy', '0', 'SPEC:D'}
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'-SPEC:T/fin', 'COMP:T/prt', 'ARG', '!COMP:T', '%SPEC:INF', 'PF:ei', 'POL:NEG', 'LANG:FI', '-SPEC:T', 'VAL', 'SPEC:*', 'PHI:NUM:_', 'Neg/fin', 'NEG', 'PHI:PER:_', '!COMP:*', 'SEM:internal', 'FIN', '!SPEC:*', 'PHI:DET:_', 'LF:neg'}
e-              {'-SPEC:T/fin', 'COMP:T/prt', 'ARG', '!COMP:T', '%SPEC:INF', 'PF:ei', 'POL:NEG', 'LANG:FI', '-SPEC:T', 'VAL', 'SPEC:*', 'PHI:NUM:_', 'Neg/fin', 'NEG', 'PHI:PER:_', '!COMP:*', 'SEM:internal', 'FIN', '!SPEC:*', 'PHI:DET:_', 'LF:neg'}
elaa            ['LANG:FI']
ela-            {'-SPEC:T/fin', 'ARG', 'SPEC:P', 'LF:live', 'PF:elaa', '-COMP:V', 'LANG:FI', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'ASP', '-COMP:D', 'PHI:PER:_', '-COMP:MA/inf', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'PHI:DET:_', 'COMP:P', '-SPEC:FORCE', 'CLASS:INTR'}
etsii           ['LANG:FI']
etsi-           {'-SPEC:T/fin', 'ARG', 'SPEC:P', '-COMP:P', 'PF:etsi', '-COMP:V', 'LANG:FI', 'COMP:D', 'SPEC:TO/inf', 'PHI:NUM:_', 'CLASS:TR', 'ASP', 'PHI:PER:_', '!COMP:*', '-COMP:N', '-COMP:v', 'LF:search', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_', '!COMP:D'}
etta            {'FORCE', 'COMP:T/fin', 'LF:that', '-SPEC:D', '!COMP:*', '-SPEC:*', '-ARG', 'FIN', 'LANG:FI', '-VAL', 'PF:etta', '!PROBE:FIN', 'COMP:C/fin'}
fell            ['LANG:EN']
fell-           {'-SPEC:T/fin', 'ARG', 'SPEC:P', 'PHI:GEN:_', '-COMP:V', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'ASP', '-COMP:D', 'LF:fell', 'LANG:EN', 'PHI:PER:_', 'PF:fell', '-COMP:MA/inf', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'PHI:DET:_', 'COMP:P', '-SPEC:FORCE', 'CLASS:INTR'}
flow'           {'-SPEC:T/fin', 'ARG', 'LF:flow', 'SPEC:P', 'PHI:GEN:_', '-COMP:V', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'PF:flow', 'ASP', 'LANG:EN', 'PHI:PER:_', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_'}
from            {'-SPEC:iR', '-SPEC:T/fin', 'adjoinable', '-float', '-COMP:T', 'ARG', '-COMP:T/fin', 'PHI:GEN:_', '-SPEC:P', '-SPEC:Neg/fin', '-SPEC:*', 'LF:from', '-SPEC:INF', 'P', 'PF:from', 'COMP:D', '-SPEC:iWH', 'TAIL:V,+SEM:directional', '-SPEC:C/fin', 'PHI:NUM:_', '-SPEC:N', '-COMP:uWH', 'LANG:EN', '-SPEC:C', '-SPEC:v', '-SPEC:ADV', 'PHI:PER:_', '!COMP:*', '-COMP:N', '-COMP:ADV', '-COMP:A', '-VAL', '-SPEC:V', '-SPEC:FORCE', 'PHI:DET:_'}
gave            ['LANG:EN']
give-           {'-SPEC:T/fin', 'LF:give', 'CLASS:DITR', 'ARG', 'SPEC:P', 'PHI:GEN:_', '-COMP:V', 'PF:give', 'COMP:D', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'ASP', 'LANG:EN', 'PHI:PER:_', '+SEM:directional', '!COMP:*', '-COMP:N', '-COMP:FIN', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'COMP:R', 'COMP:D/rel', '-SPEC:T/fin', 'COMP:T/prt', '-COMP:VA/inf', 'COMP:P', 'N', '-SPEC:uWH', '-COMP:AUX', '-SPEC:P', 'LANG:IT', '-COMP:V', 'LF:Giuseppe', 'PF:Giuseppe', 'COMP:C', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:N', '-SPEC:R', 'SPEC:A', '-COMP:WH', 'COMP:R/D', '-SPEC:ADV', '-SEM:directional', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:v', '-SPEC:V', '-COMP:C/fin', '-SPEC:FORCE'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'-SPEC:T/fin', 'ARG', 'SPEC:P', '-COMP:P', '-SPEC:*', '-COMP:V', '-SPEC:FORCE', 'COMP:A/inf', 'LANG:FI', 'ASP:BOUNDED', 'COMP:D', 'SPEC:TO/inf', 'PHI:NUM:_', 'CLASS:TR', 'ASP', 'PF:haluaa', 'PHI:PER:_', '!COMP:*', 'SEM:internal', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', 'LF:want', 'PHI:DET:_'}
hairitsee       ['LANG:FI']
hairitse-       {'-SPEC:T/fin', 'ARG', 'LF:disturb', 'SPEC:P', '-COMP:P', '-COMP:V', 'LANG:FI', 'COMP:D', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'CLASS:TR', 'ASP', 'PF:hairitsee', 'PHI:PER:_', '!COMP:*', '-COMP:N', '-COMP:FIN', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_', '!COMP:D'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'-SPEC:T/fin', 'ARG', 'SPEC:P', 'PHI:GEN:_', 'LANG:IT', '-COMP:V', '-SPEC:FORCE', 'PF:ha', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'PHI:PER:_', 'SEM:internal', 'COMP:T', 'LF:have', '-COMP:N', 'V', '-COMP:v', '-VAL', 'SPEC:*', 'COMP:P', '-ASP', 'PHI:DET:_'}
horse           {'COMP:R', 'COMP:D/rel', '-SPEC:T/fin', 'COMP:T/prt', '-COMP:VA/inf', 'COMP:P', 'N', '-SPEC:uWH', '-COMP:AUX', 'PF:horse', '-SPEC:P', '-COMP:V', '-SPEC:INF', 'COMP:C', '-SPEC:C/fin', '-SPEC:N', '-SPEC:R', 'SPEC:A', '-COMP:WH', 'LANG:EN', 'LF:horse', 'COMP:R/D', '-SPEC:ADV', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:v', '-SPEC:V', '-COMP:C/fin', '-SPEC:FORCE'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'-SPEC:T/fin', 'ARG', 'SPEC:P', '-COMP:V', 'LANG:FI', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'ASP', '-COMP:D', 'CLASS:INTR', 'PHI:PER:_', '-COMP:MA/inf', 'PF:havia', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'PHI:DET:_', 'COMP:P', '-SPEC:FORCE', 'LF:disappear'}
Helsingissa     ['LANG:FI']
Helsinki        ['LANG:FI']
Helsinki-       {'COMP:R', 'COMP:D/rel', '-SPEC:T/fin', 'COMP:T/prt', '-COMP:VA/inf', 'COMP:P', 'N', '-SPEC:uWH', '-COMP:AUX', '-SPEC:P', '-COMP:V', 'LANG:FI', '-SPEC:INF', 'LF:Helsinki', 'COMP:C', '-SPEC:C/fin', '-SPEC:N', '-SPEC:R', 'SPEC:A', '-COMP:WH', 'COMP:R/D', '-SPEC:ADV', 'PF:Helsinki', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:v', '-SPEC:V', '-COMP:C/fin', '-SPEC:FORCE'}
ihailen         ['LANG:FI']
ihaili          ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'-SPEC:T/fin', 'ARG', 'SPEC:P', '-COMP:P', 'PF:ihaile-', 'LF:admire', '-COMP:V', 'LANG:FI', 'COMP:D', 'SPEC:TO/inf', 'PHI:NUM:_', 'CLASS:TR', 'ASP', 'PHI:PER:_', '!COMP:*', '-COMP:N', '-COMP:FIN', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE', 'PHI:DET:_', '!COMP:D'}
il              {'-SPEC:T/fin', '-SPEC:MA/lla', 'adjoinable', 'COMP:N', '-COMP:P', '-COMP:T/fin', '-SPEC:P', 'LANG:IT', '-SPEC:Neg/fin', '-ARG', '-SPEC:INF', '-COMP:D', 'OP', 'PF:il', '-SPEC:C', 'D', '!PROBE:N', '!COMP:*', 'LF:the', '-COMP:uR', '-SPEC:V'}
i               {'-SPEC:T/fin', '-SPEC:MA/lla', 'adjoinable', 'COMP:N', '-COMP:P', '-COMP:T/fin', '-SPEC:P', 'LANG:IT', '-SPEC:Neg/fin', '-ARG', '-SPEC:INF', '-COMP:D', 'OP', 'PF:il', '-SPEC:C', 'D', '!PROBE:N', '!COMP:*', 'LF:the', '-COMP:uR', '-SPEC:V'}
in              {'-SPEC:iR', '-SPEC:T/fin', 'adjoinable', '-COMP:T', 'ARG', '-COMP:T/fin', 'PHI:GEN:_', '-SPEC:P', 'LANG:IT', '-SPEC:Neg/fin', '-SPEC:INF', 'P', 'COMP:D', '-SPEC:iWH', 'PHI:NUM:_', '-SPEC:C/fin', '-SPEC:N', '-COMP:uWH', '-SPEC:C', '-SPEC:v', '-SPEC:ADV', 'PHI:PER:_', '!COMP:*', 'LF:in', '-COMP:N', '-COMP:ADV', '-COMP:A', '-VAL', '-SPEC:V', 'PF:in', '-SPEC:FORCE', 'PHI:DET:_'}
infermieri      {'COMP:R', 'COMP:D/rel', '-SPEC:T/fin', 'COMP:T/prt', '-COMP:VA/inf', 'COMP:P', 'N', '-SPEC:uWH', '-COMP:AUX', '-SPEC:P', 'LANG:IT', '-COMP:V', '-SPEC:INF', 'COMP:C', '-SPEC:C/fin', '-SPEC:N', 'PF:infermieri', '-SPEC:R', 'SPEC:A', '-COMP:WH', 'LF:nurses', 'COMP:R/D', '-SPEC:ADV', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:v', '-SPEC:V', '-COMP:C/fin', '-SPEC:FORCE'}
is              ['LANG:EN']
be-             {'-SPEC:T/fin', 'SPEC:P', '-ARG', '-COMP:V', 'COPULA', 'SPEC:TO/inf', 'PF:be', 'SPEC:D', 'ASP', 'LF:be', 'LANG:EN', '-COMP:TO/inf', '!COMP:*', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'COMP:P', '-SPEC:FORCE'}
istuuko         ['LANG:FI']
istuu           ['LANG:FI']
istu-           {'-SPEC:T/fin', 'COMP:P', 'ARG', 'SPEC:P', '-COMP:V', 'LANG:FI', 'SPEC:TO/inf', 'SPEC:D', 'PHI:NUM:_', 'ASP', '-COMP:D', 'PHI:PER:_', '-COMP:MA/inf', 'LF:sit', '-COMP:N', '-COMP:v', 'V', '-VAL', 'SPEC:ADV', 'PHI:DET:_', 'PF:istuu', '-SPEC:FORCE', 'CLASS:INTR'}
John            ['LANG:EN']
John-           {'COMP:R', 'COMP:T/prt', 'PF:John', 'N', '-SPEC:uWH', 'COMP:C', '-SPEC:C/fin', '-SPEC:R', 'SPEC:A', 'LANG:EN', 'COMP:R/D', '-SPEC:ADV', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:C/fin', '-SPEC:FORCE', 'COMP:D/rel', '-SPEC:T/fin', '-COMP:VA/inf', '-COMP:AUX', '-SPEC:P', '-COMP:V', '-SPEC:INF', '-adjoinable', '-SPEC:N', '-COMP:WH', 'LF:John', '-SEM:directional', '-COMP:v', '-SPEC:V', 'COMP:P'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'COMP:R', 'COMP:T/prt', 'N', 'LF:who', '-SPEC:uWH', 'LANG:FI', 'COMP:C', '-SPEC:C/fin', '-SPEC:R', 'SPEC:A', 'COMP:R/D', '-SPEC:ADV', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:C/fin', '-SPEC:FORCE', 'COMP:D/rel', '-SPEC:T/fin', '-COMP:VA/inf', '-COMP:AUX', '-SPEC:P', '-COMP:V', '-SPEC:INF', '-SPEC:N', '-COMP:WH', '-COMP:*', 'PHI_N', '-COMP:v', 'PF:joka', '-SPEC:V', 'COMP:P'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'COMP:R', 'COMP:D/rel', '-SPEC:T/fin', 'COMP:T/prt', '-COMP:VA/inf', 'COMP:P', 'N', '-SPEC:uWH', '-COMP:AUX', '-SPEC:P', 'LF:Jukka', '-COMP:V', 'LANG:FI', '-SPEC:INF', 'COMP:C', '-SPEC:C/fin', 'PF:Jukka', '-SPEC:N', '-SPEC:R', 'SPEC:A', '-COMP:WH', 'COMP:R/D', '-SPEC:ADV', '-SEM:directional', '-COMP:N', '-COMP:A', 'COMP:uR', '-COMP:v', '-SPEC:V', '-COMP:C/fin', '-SPEC:FORCE'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
