ï»¿dummy        {'LANG:EN', 'dummy'}
avain-          {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', 'PF:avain', '-COMP:WH', 'COMP:P', 'COMP:R/D', 'N', '-SEM:directional', '-COMP:N', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', 'LF:key', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
auton           ['LANG:FI']
auto            ['LANG:FI']
auto-           {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'COMP:R/D', 'N', '-SEM:directional', '-COMP:N', 'LF:car', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', 'PF:auto', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
city            {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'LANG:EN', 'COMP:R/D', 'N', '-SPEC:ADV', '-COMP:N', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-SPEC:INF', '-COMP:C/fin', '-SPEC:uWH', 'LF:city', 'COMP:C', '-COMP:AUX', '-COMP:V', 'PF:city', 'SPEC:A'}
che             ['LANG:IT']
che-            {'-COMP:v', '-COMP:A', 'PHI_N', 'COMP:uR', '-SPEC:P', '-SPEC:FORCE', 'COMP:R', '-COMP:*', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'LANG:IT', 'COMP:R/D', 'N', 'LF:who', '-COMP:N', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', 'PF:che', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
chiamato        ['LANG:IT']
chiamata-       {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', 'LF:called', '-SPEC:T/fin', 'PHI:GEN:_', 'COMP:P', 'LANG:IT', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'V', 'PF:chiamato', 'PHI:DET:_', 'SPEC:P', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
danno           {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'PF:danno', 'COMP:P', 'LANG:IT', 'COMP:R/D', 'N', '-COMP:N', 'LF:damage', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:GEN:_', 'COMP:P', 'LANG:IT', 'PF:detest', 'SPEC:ADV', 'ASP', 'LF:detest', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'COMP:D', 'SEM:internal', 'COMP:ARE/inf', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
devono          ['LANG:EN']
deva-           {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-ASP', '-SPEC:T/fin', 'PHI:GEN:_', 'COMP:P', 'LANG:IT', 'SPEC:D', 'SPEC:ADV', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'PF:deva', 'SEM:internal', 'COMP:ARE/inf', 'V', 'PHI:DET:_', 'SPEC:P', '-COMP:V', '-VAL', 'ARG', 'LF:must', 'PHI:PER:_'}
di              {'-adjoinable', '-SPEC:C', 'PHI:NUM:_', '-SPEC:P', '-COMP:uWH', '-SPEC:FORCE', '-SPEC:iR', 'LF:of', '-SPEC:T/fin', 'P', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', 'SPEC:*', 'COMP:D', 'LANG:FI', '-SPEC:v', '-SPEC:iWH', '-SPEC:C/fin', '-COMP:ADV', 'PF:di', '-SPEC:N', '-SPEC:INF', 'PHI:DET:_', '-VAL', '!COMP:*', '-SPEC:ADV', 'ARG', '-SPEC:Neg/fin', '-SPEC:V'}
does            {'!PROBE:V', '-SPEC:C', 'PHI:PER:3', '-SPEC:FORCE', 'COMP:Neg', '-SPEC:T/fin', '!SPEC:D', 'PHI:GEN:_', 'PHI:GEN:F', 'SPEC:TO/inf', '-SPEC:TO/inf', '-COMP:INF', '-COMP:T/fin', '-SPEC:v', '-SPEC:C/fin', '-SPEC:Neg', 'PHI:GEN:M', '!COMP:*', 'T/fin', 'LF:does', 'ARG', 'COMP:V', '-SPEC:V', 'PHI:NUM:_', 'T', 'PF:does', 'SPEC:D', 'LANG:EN', 'FIN', 'PHI:NUM:SG', 'COMP:v', 'SPEC:*', 'COMP:T/prt', '-SPEC:N', 'PHI:DET:_', 'VAL', 'PHI:PER:_'}
does_C          ['LANG:EN']
does-           {'!PROBE:V', '-SPEC:C', 'PHI:PER:3', '-SPEC:FORCE', 'COMP:Neg', '-SPEC:T/fin', '!SPEC:D', 'PHI:GEN:_', 'PHI:GEN:F', 'SPEC:TO/inf', '-SPEC:TO/inf', '-COMP:INF', '-COMP:T/fin', '-SPEC:v', '-SPEC:C/fin', '-SPEC:Neg', 'PHI:GEN:M', '!COMP:*', 'T/fin', 'LF:does', 'ARG', 'COMP:V', '-SPEC:V', 'PHI:NUM:_', 'T', 'PF:does', 'SPEC:D', 'LANG:EN', 'FIN', 'PHI:NUM:SG', 'COMP:v', 'SPEC:*', 'COMP:T/prt', '-SPEC:N', 'PHI:DET:_', 'VAL', 'PHI:PER:_'}
dorme           ['LANG:IT']
dorme-          {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:T/fin', '!SPEC:D', 'PHI:GEN:_', 'COMP:P', 'LANG:EN', 'SPEC:TO/inf', 'SPEC:ADV', 'ASP', '-COMP:N', '-COMP:T/fin', 'LF:sleep', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'PF:dorme', 'ARG', '-COMP:V', 'PHI:PER:_'}
e               ['LANG:IT']
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'%SPEC:INF', 'NEG', 'PHI:NUM:_', '-SPEC:T/fin', 'PF:ei', 'FIN', '-SPEC:T', 'POL:NEG', 'SPEC:*', 'SEM:internal', 'LANG:FI', 'COMP:T/prt', '!COMP:T', 'PHI:DET:_', 'Neg/fin', 'LF:neg', 'VAL', '!COMP:*', '!SPEC:*', 'ARG', 'PHI:PER:_'}
e-              {'%SPEC:INF', 'NEG', 'PHI:NUM:_', '-SPEC:T/fin', 'PF:ei', 'FIN', '-SPEC:T', 'POL:NEG', 'SPEC:*', 'SEM:internal', 'LANG:FI', 'COMP:T/prt', '!COMP:T', 'PHI:DET:_', 'Neg/fin', 'LF:neg', 'VAL', '!COMP:*', '!SPEC:*', 'ARG', 'PHI:PER:_'}
elaa            ['LANG:FI']
ela-            {'-COMP:v', '-COMP:D', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:MA/inf', '-SPEC:T/fin', 'LF:live', 'COMP:P', 'SPEC:D', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', 'PF:elaa', '-COMP:T/fin', 'LANG:FI', 'CLASS:INTR', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
etsii           ['LANG:FI']
etsi-           {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', '-SPEC:T/fin', 'COMP:P', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', 'LF:search', '-COMP:N', '-COMP:T/fin', 'COMP:D', 'LANG:FI', 'V', 'PHI:DET:_', 'PF:etsi', 'SPEC:P', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
etta            {'!PROBE:T/fin', 'FORCE', 'LF:that', 'COMP:C/fin', '-SPEC:*', 'LANG:FI', 'PF:etta', '-ARG', 'COMP:T/fin', '-VAL', '!COMP:*', 'FIN'}
flow'           {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', 'LF:flow', '-SPEC:T/fin', 'PHI:GEN:_', 'COMP:P', 'SPEC:D', 'LANG:EN', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'PF:flow', 'ARG', '-COMP:V', 'PHI:PER:_'}
from            {'-SPEC:*', '-SPEC:C', 'PHI:NUM:_', '-SPEC:P', '-COMP:uWH', '-SPEC:FORCE', '-SPEC:iR', '-SPEC:T/fin', '-SPEC:Neg/fin', 'P', 'PHI:GEN:_', 'LANG:EN', '-SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', 'adjoinable', 'COMP:D', '-SPEC:v', '-SPEC:iWH', '-COMP:ADV', '-SPEC:C/fin', '-SPEC:N', 'PHI:DET:_', '-SPEC:INF', 'TAIL:V,+SEM:directional', '-VAL', '!COMP:*', 'LF:from', 'ARG', 'PF:from', '-float', '-SPEC:V'}
gave            ['LANG:EN']
give-           {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:T/fin', 'CLASS:DITR', 'PHI:GEN:_', 'COMP:P', 'SPEC:D', 'LANG:EN', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-COMP:FIN', 'LF:give', 'COMP:D', 'V', 'PHI:DET:_', 'SPEC:P', '+SEM:directional', '-VAL', '!COMP:*', 'ARG', '-COMP:V', 'PF:give'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'LF:Giuseppe', 'COMP:P', 'LANG:IT', 'COMP:R/D', 'N', '-SEM:directional', '-COMP:N', 'PF:Giuseppe', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'-COMP:v', '-SPEC:*', 'LF:want', 'PHI:NUM:_', 'CLASS:TR', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:P', 'PF:haluaa', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', 'COMP:A/inf', '-COMP:N', '-COMP:T/fin', 'ASP:BOUNDED', 'SEM:internal', 'COMP:D', 'LANG:FI', 'V', 'PHI:DET:_', '-COMP:P', 'SPEC:P', '-VAL', '!COMP:*', 'ARG', '-COMP:V', 'PHI:PER:_'}
hairitsee       ['LANG:FI']
hairitse-       {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'LF:disturb', '-SPEC:T/fin', 'COMP:P', 'SPEC:D', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', '-COMP:FIN', 'LANG:FI', 'V', 'PHI:DET:_', 'SPEC:P', 'PF:hairitsee', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-ASP', '-SPEC:T/fin', 'PHI:GEN:_', 'COMP:P', 'LANG:IT', 'SPEC:D', 'PF:ha', 'COMP:T', 'SPEC:ADV', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'SPEC:*', 'LF:have', 'SEM:internal', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'-COMP:v', 'PF:havia', '-COMP:D', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:MA/inf', 'LF:disappear', '-SPEC:T/fin', 'COMP:P', 'SPEC:D', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'LANG:FI', 'CLASS:INTR', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
ihailen         ['LANG:FI']
ihaili          ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'-COMP:v', 'PHI:NUM:_', 'CLASS:TR', '-SPEC:FORCE', '!COMP:D', '-SPEC:T/fin', 'COMP:P', '!COMP:*', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', '-COMP:FIN', 'COMP:D', 'LANG:FI', 'V', 'PHI:DET:_', 'PF:ihaile-', '-COMP:P', 'SPEC:P', '-VAL', 'LF:admire', 'ARG', '-COMP:V', 'PHI:PER:_'}
il              {'-SPEC:C', '-COMP:D', '-SPEC:P', 'OP', '!PROBE:N', 'PF:il', 'LF:the', '-SPEC:T/fin', '-ARG', 'LANG:IT', 'D', '-COMP:T/fin', 'COMP:N', 'adjoinable', '-COMP:uR', '-SPEC:MA/lla', '-SPEC:INF', '!COMP:*', '-SPEC:Neg/fin', '-SPEC:V'}
i               {'-SPEC:C', '-COMP:D', '-SPEC:P', 'OP', '!PROBE:N', 'PF:il', 'LF:the', '-SPEC:T/fin', '-ARG', 'LANG:IT', 'D', '-COMP:T/fin', 'COMP:N', 'adjoinable', '-COMP:uR', '-SPEC:MA/lla', '-SPEC:INF', '!COMP:*', '-SPEC:Neg/fin', '-SPEC:V'}
in              {'PF:in', '-SPEC:C', 'PHI:NUM:_', '-SPEC:P', '-COMP:uWH', '-SPEC:FORCE', '-SPEC:iR', '-SPEC:T/fin', 'P', 'PHI:GEN:_', 'LANG:IT', 'LF:in', '-COMP:N', '-COMP:T/fin', 'PHI:PER:_', 'adjoinable', 'COMP:D', '-SPEC:v', '-SPEC:iWH', '-COMP:ADV', '-SPEC:C/fin', '-SPEC:N', 'PHI:DET:_', '-SPEC:INF', '-VAL', '!COMP:*', '-SPEC:ADV', 'ARG', '-SPEC:Neg/fin', '-SPEC:V'}
infermieri      {'-COMP:v', '-COMP:A', 'COMP:uR', 'PF:infermieri', '-SPEC:P', '-SPEC:FORCE', 'COMP:R', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'LANG:IT', 'COMP:R/D', 'N', '-COMP:N', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-COMP:V', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', 'LF:nurses', '-SPEC:INF', 'SPEC:A'}
is              ['LANG:EN']
be-             {'-COMP:v', '-COMP:TO/inf', '-SPEC:FORCE', 'COPULA', '-SPEC:T/fin', '-ARG', 'COMP:P', 'SPEC:D', 'LANG:EN', 'SPEC:TO/inf', 'ASP', 'SPEC:ADV', '-COMP:N', '-COMP:T/fin', 'V', 'PF:be', 'LF:be', 'SPEC:P', '-VAL', '!COMP:*', '-COMP:V'}
istuuko         ['LANG:FI']
istuu-          {'-COMP:v', '-COMP:D', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:MA/inf', '-SPEC:T/fin', 'COMP:P', 'SPEC:D', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'LANG:FI', 'CLASS:INTR', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'LF:sit', 'ARG', '-COMP:V', 'PF:istuu', 'PHI:PER:_'}
John            ['LANG:EN']
John-           {'-adjoinable', '-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'LANG:EN', 'COMP:R/D', 'PF:John', 'N', '-SEM:directional', '-COMP:N', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', 'LF:John', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'PF:joka', '-COMP:v', '-COMP:A', 'PHI_N', 'COMP:uR', '-SPEC:P', '-SPEC:FORCE', 'COMP:R', '-COMP:*', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'COMP:R/D', 'N', 'LF:who', '-COMP:N', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'PF:Jukka', 'COMP:P', 'COMP:R/D', 'N', '-SEM:directional', '-COMP:N', 'LF:Jukka', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
juosten         ['LANG:FI']
juokse-         {'-COMP:v', 'PHI:NUM:_', 'PF:juokse-', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:P', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'LANG:FI', 'V', 'PHI:DET:_', 'SPEC:P', 'LF:run', '-VAL', 'ARG', '-COMP:V', 'PHI:PER:_'}
istuu           ['LANG:FI']
istu-           {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:P', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', '-COMP:T/fin', 'LANG:FI', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'LF:sit', 'ARG', '-COMP:V', 'PF:istuu', 'PHI:PER:_'}
kaksi           {'COMP:N', 'SPEC:*', 'LF:two', 'ARG', 'LANG:FI', 'PHI:NUM:_', 'PHI:DET:_', 'NUM', '-VAL', 'COMP:n', 'TAIL:ARG,VAL,FIN', 'PF:kaksi', 'PHI:NUM:SG', 'PHI:PER:_'}
kaksi           {'COMP:n', 'COMP:N', 'LF:two', 'TAIL:ARG,ASP:BOUNDED', 'SPEC:*', 'TAIL:*POL:NEG', 'NUM', 'LANG:EN', 'PF:kaksi'}
kaksi_1         {'COMP:N', 'SPEC:*', 'LF:two', 'ARG', 'LANG:FI', 'PHI:NUM:_', 'PHI:DET:_', 'NUM', '-VAL', 'COMP:n', 'TAIL:ARG,VAL,FIN', 'PF:kaksi', 'PHI:NUM:SG', 'PHI:PER:_'}
kaksi_2         {'COMP:n', 'COMP:N', 'LF:two', 'TAIL:ARG,ASP:BOUNDED', 'SPEC:*', 'TAIL:*POL:NEG', 'NUM', 'LANG:EN', 'PF:kaksi'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'COMP:N', 'NUM', 'LF:two', 'SPEC:*', 'LANG:FI', 'COMP:n', 'PF:kaksi'}
kaupunkia       ['LANG:EN']
kaupunki        {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'COMP:R/D', 'N', '-SPEC:ADV', '-COMP:N', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', 'PF:kaupunki', '-SPEC:V', '-COMP:C/fin', '-COMP:P', '-SPEC:uWH', 'LF:city', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:P', '!COMP:A/inf', 'LF:order', 'SPEC:ADV', 'ASP', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', 'LANG:FI', 'V', 'PHI:DET:_', 'SPEC:P', '-VAL', 'PF:kaske', 'ARG', '-COMP:V', 'SEM:external'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', 'PF:kello', 'LF:watch', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'COMP:R/D', 'N', '-COMP:N', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
kello0-         {'LF:watch', '2SPEC', 'LANG:FI', 'SPEC:D', 'PF:kello', '0'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-COMP:v', '-COMP:A', 'COMP:uR', '-SPEC:P', 'COMP:R', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:WH', 'COMP:P', 'LANG:EN', 'COMP:R/D', 'N', '-COMP:N', '-SPEC:R', '-SPEC:C/fin', '-SPEC:N', '-SPEC:V', '-COMP:C/fin', '-SPEC:uWH', 'PF:key', '-SPEC:ADV', 'COMP:C', '-COMP:AUX', 'LF:key', '-COMP:V', '-SPEC:INF', 'SPEC:A'}
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
