ï»¿dummy        {'LANG:EN', 'dummy'}
auto-           {'LF:car', 'COMP:D/rel', 'PF:auto', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SEM:directional', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', 'LANG:FI', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
bank            {'LANG:EN', 'COMP:D/rel', 'COMP:R', 'LF:bank_inst', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', 'FREQ:1', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'PF:bank1', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
bank            {'LANG:EN', 'COMP:D/rel', 'PF:bank2', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', 'FREQ:2', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'COMP:P', 'SPEC:A', 'LF:bank_river', '-COMP:N', '-COMP:WH', '-SPEC:P'}
barn            {'LANG:EN', 'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', 'LF:barn', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', 'PF:barn', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
city            {'LANG:EN', 'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', 'PF:city', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', 'LF:city', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
che             ['LANG:IT']
che-            {'LANG:IT', 'COMP:D/rel', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-SPEC:uWH', '-SPEC:ADV', 'PHI_N', 'LF:who', '-SPEC:V', '-COMP:VA/inf', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-COMP:C/fin', '-SPEC:INF', '-SPEC:T/fin', '-SPEC:N', 'PF:che', '-COMP:*', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D'}
chiamato        ['LANG:IT']
chiamata-       {'LANG:IT', 'LF:called', 'PF:chiamato', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'COMP:P', '-COMP:N', 'ASP'}
claims          ['LANG:EN']
claim-          {'LANG:EN', 'PF:claim', 'COMP:T/fin', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', 'LF:claim', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP'}
danno           {'LANG:IT', 'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', 'LF:damage', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', 'PF:danno', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'LANG:IT', 'SEM:internal', 'COMP:ARE/inf', '-SPEC:FORCE', '-COMP:v', 'COMP:D', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'LF:detest', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'PF:detest', 'COMP:P', '-COMP:N', 'ASP'}
devono          ['LANG:EN']
deva-           {'LANG:IT', 'COMP:ARE/inf', 'SEM:internal', '-SPEC:FORCE', '-ASP', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P', 'LF:must', 'V', 'SPEC:ADV', 'PHI:GEN:_', 'SPEC:D', 'COMP:P', '-COMP:N', 'PF:deva'}
di              {'-COMP:ADV', 'LF:of', 'SPEC:*', '-COMP:A', '-SPEC:P', '-SPEC:FORCE', '-SPEC:iR', '-SPEC:Neg/fin', 'COMP:D', '-SPEC:INF', 'PHI:PER:_', 'PHI:DET:_', '-SPEC:v', 'ARG', '-SPEC:ADV', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:C', 'PHI:NUM:_', '-SPEC:N', '-VAL', '-COMP:T', '-COMP:uWH', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', '-SPEC:iWH', '-adjoinable', 'P', '!COMP:*', '-COMP:N', 'PF:di'}
does            {'LANG:EN', 'SPEC:*', 'PHI:PER:3', '-SPEC:Neg', '-COMP:INF', '!PROBE:V', 'SPEC:TO/inf', 'PHI:PER:_', 'PHI:DET:_', '-COMP:T/fin', 'PF:does', 'PHI:GEN:_', 'SPEC:C/fin', '-SPEC:V', 'T/fin', 'COMP:Neg', 'COMP:V', '!SPEC:*', 'T', 'SPEC:FORCE', 'PHI:GEN:M', '-SPEC:v', 'ARG', 'LF:does', 'FIN', '-SPEC:T/fin', '-SPEC:C', 'VAL', '-SPEC:N', 'PHI:NUM:_', 'COMP:v', '-SPEC:TO/inf', 'COMP:T/prt', 'PHI:NUM:SG', 'SPEC:D', '!COMP:*', 'PHI:GEN:F'}
does_C          ['LANG:EN']
does-           {'LANG:EN', 'SPEC:*', 'PHI:PER:3', '-SPEC:Neg', '-COMP:INF', '!PROBE:V', 'SPEC:TO/inf', 'PHI:PER:_', 'PHI:DET:_', '-COMP:T/fin', 'PF:does', 'PHI:GEN:_', 'SPEC:C/fin', '-SPEC:V', 'T/fin', 'COMP:Neg', 'COMP:V', '!SPEC:*', 'T', 'SPEC:FORCE', 'PHI:GEN:M', '-SPEC:v', 'ARG', 'LF:does', 'FIN', '-SPEC:T/fin', '-SPEC:C', 'VAL', '-SPEC:N', 'PHI:NUM:_', 'COMP:v', '-SPEC:TO/inf', 'COMP:T/prt', 'PHI:NUM:SG', 'SPEC:D', '!COMP:*', 'PHI:GEN:F'}
dorme           ['LANG:IT']
dorme-          {'LANG:EN', '-COMP:MA/inf', 'PF:dorme', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', 'LF:sleep', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP', '!SPEC:D'}
disappeared     ['LANG:EN']
disappear-      {'LANG:EN', '-COMP:MA/inf', 'LF:disappear', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'CLASS:INTR', '-SPEC:T/fin', 'PF:disappear', 'COMP:P', 'PHI:NUM:_', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP'}
e               ['LANG:IT']
easy            ['LANG:EN']
easy-           {'LANG:EN', 'SPEC:D', 'LF:easy', 'PF:easy', '0', '2SPEC'}
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'SPEC:*', '!COMP:T', 'LF:neg', 'SEM:internal', 'Neg/fin', '%SPEC:INF', 'POL:NEG', '-SPEC:T', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'FIN', 'NEG', '-SPEC:T/fin', 'VAL', 'PHI:NUM:_', 'LANG:FI', 'COMP:T/prt', '!COMP:*', '!SPEC:*', 'PF:ei'}
e-              {'SPEC:*', '!COMP:T', 'LF:neg', 'SEM:internal', 'Neg/fin', '%SPEC:INF', 'POL:NEG', '-SPEC:T', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'FIN', 'NEG', '-SPEC:T/fin', 'VAL', 'PHI:NUM:_', 'LANG:FI', 'COMP:T/prt', '!COMP:*', '!SPEC:*', 'PF:ei'}
elaa            ['LANG:FI']
ela-            {'-COMP:MA/inf', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'LF:live', 'ARG', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'LANG:FI', 'PF:elaa', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP'}
etsii           ['LANG:FI']
etsi-           {'PF:etsi', '-SPEC:FORCE', '-COMP:v', 'COMP:D', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', '!COMP:D', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'LANG:FI', '!COMP:*', 'CLASS:TR', '-COMP:N', 'ASP', 'LF:search'}
etta            {'PF:etta', 'FORCE', '-VAL', 'COMP:T/fin', 'LANG:FI', '-SPEC:D', '-SPEC:*', '!PROBE:FIN', '!COMP:*', 'COMP:C/fin', '-ARG', 'LF:that', 'FIN'}
fell            ['LANG:EN']
fell-           {'LANG:EN', '-COMP:MA/inf', '-SPEC:FORCE', 'LF:fell', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'PF:fell', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP'}
flow'           {'LANG:EN', 'LF:flow', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PF:flow', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'SPEC:D', 'COMP:P', '-COMP:N', 'ASP'}
from            {'-COMP:ADV', 'LANG:EN', '-COMP:A', 'PF:from', 'TAIL:V,+SEM:directional', '-SPEC:FORCE', '-SPEC:Neg/fin', 'LF:from', '-SPEC:iR', 'COMP:D', '-SPEC:INF', 'PHI:PER:_', 'PHI:DET:_', '-SPEC:v', 'ARG', '-SPEC:ADV', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:C', 'PHI:NUM:_', '-SPEC:N', '-VAL', 'PHI:GEN:_', 'adjoinable', '-COMP:T', '-COMP:uWH', '-SPEC:V', '-SPEC:C/fin', '-SPEC:iWH', '-SPEC:*', 'P', '-float', '!COMP:*', '-COMP:N', '-SPEC:P'}
gave            ['LANG:EN']
give-           {'LANG:EN', '-SPEC:FORCE', 'CLASS:DITR', '-COMP:v', 'COMP:D', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PF:give', 'PHI:GEN:_', 'SPEC:D', '+SEM:directional', '!COMP:*', '-COMP:FIN', 'LF:give', 'ASP', '-COMP:N'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'LANG:IT', 'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', 'LF:Giuseppe', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', 'PF:Giuseppe', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SEM:directional', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'COMP:A/inf', 'SEM:internal', '-SPEC:FORCE', '-COMP:v', 'COMP:D', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'ASP', '-COMP:P', 'LF:want', '-VAL', 'SPEC:P', 'V', 'SPEC:ADV', 'PF:haluaa', 'LANG:FI', '-SPEC:*', '!COMP:*', 'COMP:P', '-COMP:N', 'ASP:BOUNDED', 'CLASS:TR'}
hairitsee       ['LANG:FI']
hairitse-       {'LF:disturb', '-SPEC:FORCE', '-COMP:v', 'COMP:D', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', '!COMP:D', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'PF:hairitsee', 'COMP:P', '-COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'LANG:FI', 'SPEC:D', '!COMP:*', '-COMP:FIN', '-COMP:N', 'ASP', 'CLASS:TR'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'LANG:IT', 'SPEC:*', 'PF:ha', 'LF:have', 'SEM:internal', '-SPEC:FORCE', '-ASP', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:T', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PHI:GEN:_', 'SPEC:D', '-COMP:N', 'COMP:P'}
horse           {'LANG:EN', 'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', 'LF:horse', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', 'PF:horse', '-COMP:WH', '-SPEC:P'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'-COMP:MA/inf', 'LF:disappear', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'PF:havia', 'LANG:FI', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP'}
Helsingissa     ['LANG:FI']
Helsinki        ['LANG:FI']
Helsinki-       {'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', 'PF:Helsinki', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', 'LF:Helsinki', '-SPEC:V', '-COMP:VA/inf', 'LANG:FI', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
ihailen         ['LANG:FI']
ihaili          ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'LF:admire', '-SPEC:FORCE', '-COMP:v', 'COMP:D', 'SPEC:TO/inf', '-COMP:V', 'PF:ihaile-', 'PHI:PER:_', '!COMP:D', 'PHI:DET:_', 'ARG', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'LANG:FI', '!COMP:*', '-COMP:FIN', '-COMP:N', 'ASP', 'CLASS:TR'}
il              {'LANG:IT', 'PF:il', '-SPEC:Neg/fin', '-SPEC:INF', '-ARG', '-SPEC:MA/lla', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:C', '-COMP:P', 'adjoinable', '-COMP:uR', 'D', '-SPEC:V', 'COMP:N', '!PROBE:N', '!COMP:*', '-COMP:D', 'OP', 'LF:the', '-SPEC:P'}
i               {'LANG:IT', 'PF:il', '-SPEC:Neg/fin', '-SPEC:INF', '-ARG', '-SPEC:MA/lla', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:C', '-COMP:P', 'adjoinable', '-COMP:uR', 'D', '-SPEC:V', 'COMP:N', '!PROBE:N', '!COMP:*', '-COMP:D', 'OP', 'LF:the', '-SPEC:P'}
in              {'-COMP:ADV', 'PF:in', 'LANG:IT', '-COMP:A', '-SPEC:FORCE', '-SPEC:Neg/fin', '-SPEC:iR', 'COMP:D', '-SPEC:INF', 'PHI:PER:_', 'PHI:DET:_', '-SPEC:v', 'ARG', '-SPEC:ADV', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:C', 'LF:in', '-SPEC:N', 'PHI:NUM:_', '-VAL', 'PHI:GEN:_', 'adjoinable', '-COMP:T', '-COMP:uWH', '-SPEC:V', '-SPEC:C/fin', '-SPEC:iWH', 'P', '!COMP:*', '-COMP:N', '-SPEC:P'}
infermieri      {'LANG:IT', 'COMP:D/rel', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:P', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', '-SPEC:V', '-COMP:VA/inf', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'COMP:P', 'SPEC:A', 'LF:nurses', '-COMP:N', '-COMP:WH', 'PF:infermieri'}
is              ['LANG:EN']
be-             {'LANG:EN', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', '-COMP:V', 'PF:be', '-COMP:TO/inf', '-ARG', 'LF:be', '-SPEC:T/fin', 'COPULA', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'SPEC:D', '!COMP:*', 'COMP:P', '-COMP:N', 'ASP'}
istuuko         ['LANG:FI']
istuu           ['LANG:FI']
istu-           {'-COMP:MA/inf', 'LF:sit', '-SPEC:FORCE', '-COMP:v', 'SPEC:TO/inf', 'PF:istuu', '-COMP:V', 'PHI:PER:_', 'PHI:DET:_', 'ARG', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', 'COMP:P', '-VAL', 'SPEC:P', 'SPEC:ADV', 'V', 'LANG:FI', 'SPEC:D', '-COMP:D', '-COMP:N', 'ASP'}
John            ['LANG:EN']
John-           {'LANG:EN', 'COMP:D/rel', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:V', '-COMP:VA/inf', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-COMP:C/fin', '-SPEC:INF', '-SEM:directional', '-SPEC:T/fin', 'LF:John', '-SPEC:N', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', '-adjoinable', 'PF:John'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'COMP:D/rel', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-SPEC:uWH', '-SPEC:ADV', 'PHI_N', 'LF:who', '-SPEC:V', '-COMP:VA/inf', 'LANG:FI', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', 'PF:joka', '-COMP:C/fin', '-SPEC:INF', '-SPEC:T/fin', '-SPEC:N', '-COMP:*', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'COMP:D/rel', 'LF:Jukka', 'COMP:R', '-COMP:AUX', '-COMP:A', '-SPEC:FORCE', 'N', '-SPEC:R', 'COMP:C', '-COMP:v', '-COMP:V', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:INF', '-SEM:directional', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', 'PF:Jukka', '-SPEC:V', '-COMP:VA/inf', 'LANG:FI', '-SPEC:C/fin', 'COMP:T/prt', 'COMP:R/D', 'COMP:uR', 'SPEC:A', 'COMP:P', '-COMP:N', '-COMP:WH', '-SPEC:P'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
