ï»¿dummy        {'dummy', 'LANG:EN'}
chiamata-       {'LF:called', '-SPEC:FORCE', 'PHI:DET:_', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:V', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', '-COMP:T/fin', 'LANG:IT', 'PHI:GEN:_', 'PF:chiamato'}
danno           {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', '-COMP:C/fin', '-COMP:AUX', 'LF:damage', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:V', '-COMP:A', 'SPEC:A', '-SPEC:T/fin', 'PF:danno', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', '-COMP:T/fin', 'COMP:uR', 'LANG:IT', '-SPEC:C/fin', '-SPEC:uWH'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'-SPEC:FORCE', 'PHI:DET:_', 'PF:detest', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'PHI:NUM:_', 'SEM:internal', '-COMP:v', 'COMP:P', '-COMP:V', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'COMP:ARE/inf', 'LF:detest', 'COMP:D', '-VAL', '-COMP:T/fin', 'LANG:IT', 'PHI:GEN:_'}
devono          ['LANG:EN']
deva-           {'-SPEC:FORCE', 'PHI:DET:_', '-ASP', 'SPEC:P', 'LF:must', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'PHI:NUM:_', 'SEM:internal', '-COMP:v', 'COMP:P', '-COMP:V', 'SPEC:D', 'ARG', '-SPEC:T/fin', 'SPEC:ADV', 'PHI:GEN:_', 'COMP:ARE/inf', '-VAL', '-COMP:T/fin', 'LANG:IT', 'PF:deva'}
di              {'-SPEC:FORCE', '-COMP:ADV', '-SPEC:Neg/fin', '!COMP:*', 'PHI:DET:_', '-SPEC:C', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'LANG:FI', '-SPEC:iR', 'PHI:PER:_', 'PHI:NUM:_', '-SPEC:v', 'ARG', '-SPEC:iWH', '-SPEC:T/fin', 'LF:of', '-COMP:uWH', 'P', 'PF:di', '-SPEC:P', 'COMP:D', '-VAL', '-adjoinable', '-SPEC:V', '-COMP:T/fin', '-SPEC:C/fin', 'SPEC:*'}
does            {'PHI:DET:_', 'COMP:Neg', 'SPEC:TO/inf', '-SPEC:N', 'COMP:v', 'PHI:GEN:M', 'SPEC:D', '-SPEC:T/fin', 'PF:does', 'COMP:D', 'SPEC:*', '-SPEC:FORCE', 'PHI:PER:3', '!COMP:*', 'PHI:GEN:F', 'COMP:T/prt', '!SPEC:D', 'LF:does', 'FIN', 'PHI:PER:_', 'PHI:NUM:_', 'T', '-SPEC:v', 'ARG', '-SPEC:TO/inf', 'PHI:NUM:SG', '-SPEC:Neg', 'PHI:GEN:_', 'T/fin', '!PROBE:V', 'COMP:V', '-SPEC:V', '-COMP:T/fin', '-COMP:INF', 'VAL', '-SPEC:C/fin', 'LANG:EN'}
does_C          ['LANG:EN']
does-           {'PHI:DET:_', 'COMP:Neg', 'SPEC:TO/inf', '-SPEC:N', 'COMP:v', 'PHI:GEN:M', 'SPEC:D', '-SPEC:T/fin', 'PF:does', 'COMP:D', 'SPEC:*', '-SPEC:FORCE', 'PHI:PER:3', '!COMP:*', 'PHI:GEN:F', 'COMP:T/prt', '!SPEC:D', 'LF:does', 'FIN', 'PHI:PER:_', 'PHI:NUM:_', 'T', '-SPEC:v', 'ARG', '-SPEC:TO/inf', 'PHI:NUM:SG', '-SPEC:Neg', 'PHI:GEN:_', 'T/fin', '!PROBE:V', 'COMP:V', '-SPEC:V', '-COMP:T/fin', '-COMP:INF', 'VAL', '-SPEC:C/fin', 'LANG:EN'}
dorme           ['LANG:IT']
dorme-          {'-SPEC:FORCE', 'PHI:DET:_', '!SPEC:D', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LF:sleep', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:V', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', 'PF:dorme', '-COMP:T/fin', 'PHI:GEN:_', 'LANG:EN'}
e               ['LANG:IT']
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'!COMP:*', 'PHI:DET:_', 'COMP:T/prt', 'PF:ei', 'FIN', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', 'SEM:internal', 'Neg/fin', 'ARG', 'LF:neg', 'POL:NEG', '-SPEC:T/fin', '!SPEC:*', '-SPEC:T', 'NEG', '!COMP:T', 'VAL', '%SPEC:INF', 'SPEC:*'}
e-              {'!COMP:*', 'PHI:DET:_', 'COMP:T/prt', 'PF:ei', 'FIN', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', 'SEM:internal', 'Neg/fin', 'ARG', 'LF:neg', 'POL:NEG', '-SPEC:T/fin', '!SPEC:*', '-SPEC:T', 'NEG', '!COMP:T', 'VAL', '%SPEC:INF', 'SPEC:*'}
elaa            ['LANG:FI']
ela-            {'-SPEC:FORCE', 'PHI:DET:_', 'LF:live', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:D', '-COMP:v', 'COMP:P', '-COMP:V', 'SPEC:D', 'ARG', 'PF:elaa', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', '-COMP:T/fin', 'CLASS:INTR'}
etsii           ['LANG:FI']
etsi-           {'-SPEC:FORCE', 'PHI:DET:_', '!COMP:D', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:v', 'COMP:P', 'PF:etsi', '-COMP:V', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'COMP:D', '-VAL', '-COMP:T/fin', 'LF:search'}
etta            {'!COMP:*', '-SPEC:*', 'FORCE', '-ARG', '!PROBE:T/fin', 'LF:that', 'COMP:T/fin', 'FIN', 'COMP:C/fin', '-VAL', 'PF:etta', 'LANG:FI'}
flow'           {'-SPEC:FORCE', 'PHI:DET:_', 'SPEC:P', 'V', 'SPEC:TO/inf', 'PF:flow', '-COMP:N', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:V', 'SPEC:D', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', '-COMP:T/fin', 'PHI:GEN:_', 'LF:flow', 'LANG:EN'}
from            {'-SPEC:FORCE', 'PF:from', 'LF:from', '-COMP:ADV', '-SPEC:Neg/fin', '!COMP:*', '-float', '-SPEC:C', 'PHI:DET:_', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', '-SPEC:iR', 'PHI:PER:_', 'PHI:NUM:_', '-SPEC:v', '-SPEC:*', 'ARG', '-SPEC:iWH', 'adjoinable', '-SPEC:T/fin', '-COMP:uWH', 'P', '-SPEC:P', 'COMP:D', '-VAL', '-SPEC:V', '-COMP:T/fin', 'TAIL:V,+SEM:directional', 'PHI:GEN:_', '-SPEC:C/fin', 'LANG:EN'}
gave            ['LANG:EN']
give-           {'-SPEC:FORCE', 'LF:give', 'CLASS:DITR', '!COMP:*', 'PHI:DET:_', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:FIN', 'PF:give', '-COMP:V', 'SPEC:D', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '+SEM:directional', 'COMP:D', '-VAL', '-COMP:T/fin', 'PHI:GEN:_', 'LANG:EN'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', '-COMP:C/fin', '-COMP:AUX', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:T/fin', '-COMP:V', '-COMP:A', 'SPEC:A', '-SPEC:T/fin', '-SEM:directional', '-COMP:WH', 'PF:Giuseppe', '-SPEC:P', 'LF:Giuseppe', 'COMP:R', 'COMP:R/D', '-SPEC:V', 'COMP:uR', 'LANG:IT', '-SPEC:C/fin', '-SPEC:uWH'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'-SPEC:FORCE', 'ASP:BOUNDED', '!COMP:*', 'PHI:DET:_', 'SPEC:P', 'LF:want', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', 'SEM:internal', 'PF:haluaa', '-COMP:v', 'COMP:P', '-COMP:T/fin', '-COMP:V', '-SPEC:*', 'ARG', '-COMP:P', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'CLASS:TR', 'COMP:D', '-VAL', 'COMP:A/inf'}
hairitsee       ['LANG:FI']
hairitse-       {'-SPEC:FORCE', 'PHI:DET:_', '!COMP:D', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:FIN', '-COMP:V', 'PF:hairitsee', 'SPEC:D', 'ARG', 'LF:disturb', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', '-COMP:T/fin'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'-SPEC:FORCE', 'PHI:DET:_', '-ASP', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'COMP:T', 'PHI:NUM:_', 'SEM:internal', '-COMP:v', 'COMP:P', '-COMP:V', 'SPEC:D', 'ARG', '-SPEC:T/fin', 'SPEC:ADV', 'LF:have', 'PF:ha', '-VAL', '-COMP:T/fin', 'LANG:IT', 'PHI:GEN:_', 'SPEC:*'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'-SPEC:FORCE', 'PHI:DET:_', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'LF:disappear', 'PHI:NUM:_', '-COMP:D', '-COMP:v', 'COMP:P', '-COMP:V', 'SPEC:D', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'PF:havia', '-VAL', '-COMP:T/fin', 'CLASS:INTR'}
ihailen         ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'-SPEC:FORCE', '!COMP:*', 'PHI:DET:_', '!COMP:D', 'SPEC:P', 'V', 'LF:admire', 'PF:ihaile-', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:FIN', '-COMP:V', 'ARG', '-COMP:P', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'CLASS:TR', 'COMP:D', '-VAL', '-COMP:T/fin'}
il              {'-SPEC:Neg/fin', '-SPEC:D', '!COMP:*', '-SPEC:C', '-ARG', '-SPEC:INF', '-SPEC:N', 'OP', '-COMP:D', '!PROBE:N', 'D', '-SPEC:MA/lla', 'LF:the', '-COMP:uR', '-SPEC:T/fin', 'adjoinable', '-SPEC:P', '-SPEC:V', '-COMP:T/fin', 'COMP:N', 'LANG:IT', 'PF:il'}
i               {'-SPEC:Neg/fin', '-SPEC:D', '!COMP:*', '-SPEC:C', '-ARG', '-SPEC:INF', '-SPEC:N', 'OP', '-COMP:D', '!PROBE:N', 'D', '-SPEC:MA/lla', 'LF:the', '-COMP:uR', '-SPEC:T/fin', 'adjoinable', '-SPEC:P', '-SPEC:V', '-COMP:T/fin', 'COMP:N', 'LANG:IT', 'PF:il'}
in              {'-SPEC:FORCE', '-COMP:ADV', '-SPEC:Neg/fin', '!COMP:*', 'PHI:DET:_', '-SPEC:C', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', '-SPEC:iR', 'PHI:PER:_', 'PHI:NUM:_', 'PF:in', '-SPEC:v', 'ARG', '-SPEC:iWH', 'adjoinable', 'LF:in', '-SPEC:T/fin', '-COMP:uWH', 'P', '-SPEC:P', 'COMP:D', '-VAL', '-SPEC:V', '-COMP:T/fin', 'LANG:IT', 'PHI:GEN:_', '-SPEC:C/fin'}
infermieri      {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', 'PF:infermieri', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', '-COMP:C/fin', '-COMP:AUX', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:V', '-COMP:A', 'SPEC:A', 'LF:nurses', '-SPEC:T/fin', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', '-COMP:T/fin', 'COMP:uR', 'LANG:IT', '-SPEC:C/fin', '-SPEC:uWH'}
is              ['LANG:EN']
be-             {'-SPEC:FORCE', '!COMP:*', '-ARG', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', '-COMP:TO/inf', 'COPULA', '-COMP:v', 'LF:be', 'COMP:P', '-COMP:V', 'SPEC:D', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'PF:be', '-VAL', '-COMP:T/fin', 'LANG:EN'}
istuuko         ['LANG:FI']
istuu-          {'-SPEC:FORCE', 'PHI:DET:_', 'LF:sit', 'SPEC:P', 'V', 'PF:istuu', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:D', '-COMP:v', 'COMP:P', '-COMP:V', 'SPEC:D', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', '-COMP:T/fin', 'CLASS:INTR'}
John            ['LANG:EN']
John-           {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', 'PF:John', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', 'LF:John', '-SPEC:N', '-COMP:AUX', '-COMP:C/fin', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:T/fin', '-COMP:V', '-COMP:A', '-SPEC:uWH', 'SPEC:A', '-SPEC:T/fin', '-SEM:directional', '-COMP:WH', '-SPEC:P', 'COMP:R', '-adjoinable', 'COMP:R/D', '-SPEC:V', 'COMP:uR', '-SPEC:C/fin', 'LANG:EN'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-SPEC:R', '-SPEC:FORCE', 'LF:Jukka', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'LANG:FI', '-COMP:AUX', '-COMP:C/fin', 'PF:Jukka', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:V', '-COMP:A', 'SPEC:A', '-SPEC:T/fin', '-SEM:directional', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', '-COMP:T/fin', 'COMP:uR', '-SPEC:C/fin', '-SPEC:uWH'}
juosten         ['LANG:FI']
juokse-         {'-SPEC:FORCE', 'PHI:DET:_', 'SPEC:P', 'V', 'SPEC:TO/inf', 'PF:juokse-', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:V', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'LF:run', '-VAL', '-COMP:T/fin'}
istuu           ['LANG:FI']
istu-           {'-SPEC:FORCE', 'PHI:DET:_', 'LF:sit', 'SPEC:P', 'V', 'PF:istuu', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:V', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', '-VAL', '-COMP:T/fin'}
kaksi           {'ARG', 'PHI:NUM:_', 'PHI:DET:_', 'PHI:NUM:SG', 'PF:kaksi', '-VAL', 'LANG:FI', 'TAIL:ARG,VAL,FIN', 'PHI:PER:_', 'COMP:N', 'NUM', 'LF:two', 'COMP:n', 'SPEC:*'}
kaksi           {'LANG:EN', 'SPEC:*', 'PF:kaksi', 'COMP:N', 'TAIL:ARG,ASP:BOUNDED', 'NUM', 'LF:two', 'COMP:n', 'TAIL:*POL:NEG'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'PF:kaksi', 'LANG:FI', 'COMP:N', 'NUM', 'LF:two', 'COMP:n', 'SPEC:*'}
kaupunkia       ['LANG:EN']
kaupunki        {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', 'LF:city', '-COMP:N', '-SPEC:N', 'LANG:FI', '-COMP:AUX', '-COMP:C/fin', '-COMP:D', '-COMP:v', 'N', '-COMP:V', '-COMP:A', 'SPEC:A', '-COMP:P', '-SPEC:T/fin', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', '-COMP:T/fin', 'COMP:uR', '-SPEC:C/fin', 'PF:kaupunki', '-SPEC:uWH'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'-SPEC:FORCE', 'PHI:DET:_', 'SEM:external', '!COMP:A/inf', 'SPEC:P', 'V', 'SPEC:TO/inf', '-COMP:N', 'PHI:PER:_', 'LANG:FI', 'PHI:NUM:_', '-COMP:v', 'COMP:P', '-COMP:V', 'PF:kaske', 'ARG', '-SPEC:T/fin', 'ASP', 'SPEC:ADV', 'LF:order', '-VAL', '-COMP:T/fin'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'LANG:FI', '-COMP:AUX', '-COMP:C/fin', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:T/fin', '-COMP:V', '-COMP:A', '-SPEC:uWH', 'SPEC:A', '-SPEC:T/fin', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', 'PF:kello', 'COMP:uR', '-SPEC:C/fin', 'LF:watch'}
kello0-         {'0', 'SPEC:D', '2SPEC', 'LANG:FI', 'PF:kello', 'LF:watch'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', '-COMP:N', '-SPEC:N', '-COMP:C/fin', '-COMP:AUX', '-COMP:D', '-COMP:v', 'N', 'LF:key', 'COMP:P', '-COMP:V', '-COMP:A', '-SPEC:uWH', 'PF:key', 'SPEC:A', '-SPEC:T/fin', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', '-COMP:T/fin', 'COMP:uR', '-SPEC:C/fin', 'LANG:EN'}
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-SPEC:R', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:ADV', '-SPEC:INF', 'PF:kirja', '-COMP:N', '-SPEC:N', 'LANG:FI', '-COMP:AUX', '-COMP:C/fin', '-COMP:D', '-COMP:v', 'N', 'COMP:P', '-COMP:V', '-COMP:A', 'LF:book', 'SPEC:A', '-SPEC:T/fin', '-SEM:directional', '-COMP:WH', '-SPEC:P', 'COMP:R', 'COMP:R/D', '-SPEC:V', '-COMP:T/fin', 'COMP:uR', '-SPEC:C/fin', '-SPEC:uWH'}
