ï»¿dummy        {'dummy', 'LANG:EN'}
che-            {'-SPEC:uWH', '-COMP:A', '-COMP:WH', 'LF:who', '-COMP:C/fin', 'LANG:IT', '-SPEC:V', '-COMP:*', '-SPEC:P', 'PF:che', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'PHI_N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
chiamato        ['LANG:IT']
chiamata-       {'LF:called', 'ARG', 'PF:chiamato', 'LANG:IT', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:GEN:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', '-COMP:v', '-SPEC:FORCE', '-VAL'}
danno           {'-SPEC:uWH', '-COMP:A', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', 'LANG:IT', '-SPEC:V', 'PF:danno', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'LF:damage', 'N', '-SPEC:FORCE'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'COMP:ARE/inf', 'ARG', 'COMP:D', 'LANG:IT', 'LF:detest', 'COMP:P', '-SPEC:T/fin', 'SEM:internal', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:GEN:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', '-COMP:v', '-SPEC:FORCE', 'PF:detest', '-VAL'}
devono          ['LANG:EN']
deva-           {'COMP:ARE/inf', 'ARG', 'LANG:IT', 'COMP:P', 'SPEC:D', 'SEM:internal', 'LF:must', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', '-ASP', '-COMP:N', 'SPEC:P', 'PF:deva', 'V', '-COMP:V', '-COMP:v', '-SPEC:FORCE', '-VAL'}
di              {'ARG', 'COMP:D', '-SPEC:P', '-SPEC:V', 'LANG:FI', '-SPEC:Neg/fin', 'PF:di', '-COMP:uWH', '-SPEC:T/fin', 'SPEC:*', 'PHI:PER:_', '-SPEC:INF', '-SPEC:iWH', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', '-SPEC:C/fin', '-SPEC:C', '-SPEC:iR', '-SPEC:v', '-COMP:N', 'P', '-adjoinable', '-SPEC:N', '!COMP:*', '-SPEC:ADV', 'LF:of', '-SPEC:FORCE', '-COMP:ADV', '-VAL'}
does            {'ARG', 'VAL', '-SPEC:V', 'SPEC:D', 'PHI:PER:_', 'PHI:GEN:M', '-COMP:T/fin', 'PHI:DET:_', '-SPEC:C/fin', 'PHI:PER:3', '-SPEC:N', '!COMP:*', 'COMP:T/prt', '-SPEC:Neg', 'COMP:V', '!PROBE:V', 'PF:does', 'T', 'PHI:GEN:_', '-COMP:INF', 'PHI:NUM:SG', 'COMP:v', 'FIN', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:*', '!SPEC:D', 'PHI:NUM:_', '-SPEC:TO/inf', '-SPEC:C', '-SPEC:v', 'COMP:Neg', 'LANG:EN', 'PHI:GEN:F', 'LF:does', 'T/fin', '-SPEC:FORCE'}
does_C          ['LANG:EN']
does-           {'ARG', 'VAL', '-SPEC:V', 'SPEC:D', 'PHI:PER:_', 'PHI:GEN:M', '-COMP:T/fin', 'PHI:DET:_', '-SPEC:C/fin', 'PHI:PER:3', '-SPEC:N', '!COMP:*', 'COMP:T/prt', '-SPEC:Neg', 'COMP:V', '!PROBE:V', 'PF:does', 'T', 'PHI:GEN:_', '-COMP:INF', 'PHI:NUM:SG', 'COMP:v', 'FIN', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:*', '!SPEC:D', 'PHI:NUM:_', '-SPEC:TO/inf', '-SPEC:C', '-SPEC:v', 'COMP:Neg', 'LANG:EN', 'PHI:GEN:F', 'LF:does', 'T/fin', '-SPEC:FORCE'}
dorme           ['LANG:IT']
dorme-          {'ARG', 'LF:sleep', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'PF:dorme', '!SPEC:D', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', 'LANG:EN', '-COMP:V', '-COMP:v', '-SPEC:FORCE', '-VAL'}
e               ['LANG:IT']
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'ARG', 'VAL', '!SPEC:*', 'LANG:FI', '%SPEC:INF', 'FIN', 'POL:NEG', '-SPEC:T/fin', 'SEM:internal', 'PHI:PER:_', 'SPEC:*', 'PHI:NUM:_', 'PHI:DET:_', '-SPEC:T', 'LF:neg', '!COMP:*', 'COMP:T/prt', 'NEG', 'PF:ei', '!COMP:T', 'Neg/fin'}
e-              {'ARG', 'VAL', '!SPEC:*', 'LANG:FI', '%SPEC:INF', 'FIN', 'POL:NEG', '-SPEC:T/fin', 'SEM:internal', 'PHI:PER:_', 'SPEC:*', 'PHI:NUM:_', 'PHI:DET:_', '-SPEC:T', 'LF:neg', '!COMP:*', 'COMP:T/prt', 'NEG', 'PF:ei', '!COMP:T', 'Neg/fin'}
elaa            ['LANG:FI']
ela-            {'-COMP:D', 'PF:elaa', 'ARG', 'LANG:FI', 'COMP:P', 'SPEC:D', '-SPEC:T/fin', 'SPEC:TO/inf', 'LF:live', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', 'CLASS:INTR', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', '-COMP:MA/inf', '-COMP:v', '-SPEC:FORCE', '-VAL'}
etsii           ['LANG:FI']
etsi-           {'ARG', 'COMP:D', 'LANG:FI', 'COMP:P', '-SPEC:T/fin', 'LF:search', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', 'PF:etsi', '-COMP:N', 'SPEC:P', 'V', '-COMP:v', '-COMP:V', '!COMP:D', '-SPEC:FORCE', '-VAL'}
etta            {'-VAL', '-ARG', 'COMP:T/fin', 'LANG:FI', 'PF:etta', 'COMP:C/fin', '!COMP:*', 'FORCE', 'FIN', '!PROBE:T/fin', '-SPEC:*', 'LF:that'}
flow'           {'ARG', 'COMP:P', 'SPEC:D', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:GEN:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', 'LANG:EN', '-COMP:v', '-COMP:V', 'LF:flow', '-SPEC:FORCE', 'PF:flow', '-VAL'}
from            {'ARG', 'COMP:D', '-SPEC:P', '-SPEC:V', '-SPEC:Neg/fin', 'LF:from', '-COMP:uWH', '-SPEC:T/fin', 'PHI:PER:_', 'PF:from', '-SPEC:INF', '-SPEC:iWH', '-float', '-COMP:T/fin', 'PHI:NUM:_', 'PHI:DET:_', 'PHI:GEN:_', '-SPEC:C/fin', '-SPEC:C', '-SPEC:iR', '-SPEC:v', '-SPEC:*', 'adjoinable', 'P', '-COMP:N', 'LANG:EN', 'TAIL:V,+SEM:directional', '-SPEC:N', '!COMP:*', '-SPEC:ADV', '-SPEC:FORCE', '-COMP:ADV', '-VAL'}
gave            ['LANG:EN']
give-           {'ARG', 'COMP:D', '-COMP:FIN', 'CLASS:DITR', 'COMP:P', '+SEM:directional', '-SPEC:T/fin', 'SPEC:TO/inf', 'PF:give', 'SPEC:D', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'ASP', 'LF:give', '-COMP:N', 'SPEC:P', 'V', 'LANG:EN', '!COMP:*', '-COMP:V', '-COMP:v', '-SPEC:FORCE', '-VAL'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'-SPEC:uWH', '-COMP:A', 'PF:Giuseppe', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', 'LANG:IT', 'LF:Giuseppe', '-SPEC:V', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-SEM:directional', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'LF:want', 'COMP:A/inf', 'ASP:BOUNDED', 'CLASS:TR', 'ARG', 'COMP:D', 'LANG:FI', 'COMP:P', '-COMP:P', '-SPEC:T/fin', 'SEM:internal', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:T/fin', 'PHI:DET:_', 'ASP', 'PF:haluaa', '-COMP:N', 'SPEC:P', 'V', '!COMP:*', '-COMP:V', '-COMP:v', '-SPEC:*', '-VAL'}
hairitsee       ['LANG:FI']
hairitse-       {'ARG', '-COMP:FIN', 'LANG:FI', 'COMP:P', 'SPEC:D', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:v', '-COMP:V', 'LF:disturb', '!COMP:D', '-SPEC:FORCE', 'PF:hairitsee', '-VAL'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'ARG', 'LANG:IT', 'COMP:T', 'COMP:P', 'PF:ha', 'SPEC:D', 'SPEC:*', 'SEM:internal', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', '-ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', 'LF:have', '-COMP:v', '-SPEC:FORCE', '-VAL'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'LF:disappear', '-COMP:D', 'ARG', 'LANG:FI', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:D', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', 'CLASS:INTR', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:v', '-COMP:V', '-COMP:MA/inf', 'PF:havia', '-SPEC:FORCE', '-VAL'}
ihailen         ['LANG:FI']
ihaili          ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'CLASS:TR', 'ARG', 'COMP:D', '-COMP:FIN', 'LANG:FI', 'COMP:P', '-COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', 'PF:ihaile-', '-COMP:N', 'SPEC:P', 'V', 'LF:admire', '!COMP:*', '-COMP:v', '-COMP:V', '!COMP:D', '-SPEC:FORCE', '-VAL'}
il              {'-COMP:uR', '-COMP:D', '-SPEC:MA/lla', '-SPEC:P', '!PROBE:N', 'LANG:IT', '-SPEC:V', '-SPEC:Neg/fin', '-SPEC:T/fin', '-SPEC:INF', '-COMP:T/fin', 'LF:the', '-SPEC:C', '-ARG', 'COMP:N', 'D', 'adjoinable', 'PF:il', '!COMP:*', 'OP'}
i               {'-COMP:uR', '-COMP:D', '-SPEC:MA/lla', '-SPEC:P', '!PROBE:N', 'LANG:IT', '-SPEC:V', '-SPEC:Neg/fin', '-SPEC:T/fin', '-SPEC:INF', '-COMP:T/fin', 'LF:the', '-SPEC:C', '-ARG', 'COMP:N', 'D', 'adjoinable', 'PF:il', '!COMP:*', 'OP'}
in              {'ARG', 'COMP:D', '-SPEC:P', 'LANG:IT', '-SPEC:V', 'PF:in', '-SPEC:Neg/fin', '-COMP:uWH', '-SPEC:T/fin', 'PHI:PER:_', '-SPEC:INF', '-SPEC:iWH', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', '-SPEC:C/fin', '-SPEC:C', '-SPEC:iR', '-SPEC:v', 'adjoinable', 'P', '-COMP:N', '-SPEC:N', '!COMP:*', '-SPEC:ADV', '-SPEC:FORCE', '-COMP:ADV', '-VAL', 'LF:in'}
infermieri      {'-SPEC:uWH', '-COMP:A', 'LF:nurses', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', 'LANG:IT', '-SPEC:V', 'PF:infermieri', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
is              ['LANG:EN']
be-             {'COMP:P', 'SPEC:D', 'SPEC:TO/inf', '-SPEC:T/fin', 'SPEC:ADV', '-COMP:T/fin', '-COMP:TO/inf', 'ASP', 'PF:be', '-ARG', 'LF:be', '-COMP:N', 'SPEC:P', 'V', 'LANG:EN', '!COMP:*', '-COMP:V', '-COMP:v', '-SPEC:FORCE', 'COPULA', '-VAL'}
istuuko         ['LANG:FI']
istuu-          {'-COMP:D', 'ARG', 'LANG:FI', 'PF:istuu', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'SPEC:D', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', 'CLASS:INTR', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', '-COMP:MA/inf', '-COMP:v', '-SPEC:FORCE', '-VAL', 'LF:sit'}
John            ['LANG:EN']
John-           {'-SPEC:uWH', '-COMP:A', 'PF:John', 'LF:John', '-COMP:WH', '-SPEC:V', '-COMP:C/fin', '-SPEC:P', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', '-adjoinable', 'SPEC:A', 'LANG:EN', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-SEM:directional', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'-SPEC:uWH', '-COMP:A', '-COMP:WH', 'LF:who', '-COMP:C/fin', 'PF:joka', 'LANG:FI', '-SPEC:V', '-COMP:*', '-SPEC:P', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'PHI_N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-SPEC:uWH', '-COMP:A', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', '-SPEC:V', 'LANG:FI', 'LF:Jukka', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-SEM:directional', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'PF:Jukka', 'N', '-SPEC:FORCE'}
juosten         ['LANG:FI']
juokse-         {'PF:juokse-', 'ARG', 'LANG:FI', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', 'LF:run', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', '-COMP:v', '-SPEC:FORCE', '-VAL'}
istuu           ['LANG:FI']
istu-           {'ARG', 'LANG:FI', 'PF:istuu', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'V', '-COMP:V', '-COMP:v', '-SPEC:FORCE', '-VAL', 'LF:sit'}
kaksi           {'NUM', 'COMP:N', 'ARG', 'PHI:NUM:SG', 'LANG:FI', 'PHI:DET:_', 'PF:kaksi', 'COMP:n', 'TAIL:ARG,VAL,FIN', 'SPEC:*', 'PHI:PER:_', 'PHI:NUM:_', 'LF:two', '-VAL'}
kaksi           {'NUM', 'TAIL:ARG,ASP:BOUNDED', 'TAIL:*POL:NEG', 'COMP:N', 'LANG:EN', 'PF:kaksi', 'COMP:n', 'SPEC:*', 'LF:two'}
kaksi_1         {'NUM', 'COMP:N', 'ARG', 'PHI:NUM:SG', 'LANG:FI', 'PHI:DET:_', 'PF:kaksi', 'COMP:n', 'TAIL:ARG,VAL,FIN', 'SPEC:*', 'PHI:PER:_', 'PHI:NUM:_', 'LF:two', '-VAL'}
kaksi_2         {'NUM', 'TAIL:ARG,ASP:BOUNDED', 'TAIL:*POL:NEG', 'COMP:N', 'LANG:EN', 'PF:kaksi', 'COMP:n', 'SPEC:*', 'LF:two'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'NUM', 'PF:kaksi', 'COMP:n', 'COMP:N', 'SPEC:*', 'LANG:FI', 'LF:two'}
kaupunkia       ['LANG:EN']
kaupunki        {'-SPEC:uWH', '-COMP:A', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', '-SPEC:V', 'LANG:FI', 'COMP:uR', '-COMP:P', '-SPEC:T/fin', 'PF:kaupunki', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', 'LF:city', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'SEM:external', 'ARG', 'LANG:FI', '!COMP:A/inf', 'COMP:P', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:PER:_', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:T/fin', 'PHI:DET:_', 'ASP', '-COMP:N', 'SPEC:P', 'LF:order', 'V', '-COMP:V', 'PF:kaske', '-COMP:v', '-SPEC:FORCE', '-VAL'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'LF:watch', '-SPEC:uWH', '-COMP:A', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', '-SPEC:V', 'LANG:FI', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', 'PF:kello', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
kello0-         {'LF:watch', 'LANG:FI', 'SPEC:D', '2SPEC', '0', 'PF:kello'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'N', '-SPEC:uWH', '-COMP:A', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', '-SPEC:V', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', 'PF:key', '-COMP:N', 'SPEC:A', 'LANG:EN', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'LF:key', '-SPEC:FORCE'}
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'PF:kirja', '-SPEC:uWH', '-COMP:A', '-COMP:WH', '-COMP:C/fin', '-SPEC:P', '-SPEC:V', 'LANG:FI', 'LF:book', 'COMP:P', 'COMP:uR', '-SPEC:T/fin', '-SPEC:R', 'COMP:R/D', '-SPEC:INF', 'COMP:R', '-SPEC:C/fin', '-COMP:N', 'SPEC:A', 'COMP:C', '-SPEC:N', '-COMP:AUX', '-SEM:directional', '-COMP:v', '-COMP:V', '-SPEC:ADV', 'N', '-SPEC:FORCE'}
