ï»¿dummy        {'dummy', 'LANG:EN'}
auto-           {'-SEM:directional', 'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', '-SPEC:uWH', 'LANG:FI', 'COMP:P', 'PF:auto', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'LF:car', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
bank            {'LF:bank_inst', 'PF:bank1', 'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', 'LANG:EN', '-SPEC:uWH', 'FREQ:1', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
bank            {'PF:bank2', 'COMP:R/D', 'COMP:D/rel', 'LF:bank_river', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', 'LANG:EN', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', 'FREQ:2', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
barn            {'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', 'LANG:EN', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', 'PF:barn', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', 'LF:barn', '-SPEC:ADV', '-SPEC:C/fin'}
city            {'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', 'LANG:EN', 'LF:city', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', 'PF:city', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
che             ['LANG:IT']
che-            {'COMP:R/D', '-COMP:*', '-COMP:WH', 'LANG:IT', '-SPEC:INF', 'LF:who', 'PF:che', 'COMP:P', 'COMP:uR', '-COMP:V', '-COMP:N', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-SPEC:C/fin', 'COMP:D/rel', 'COMP:R', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'N', '-SPEC:FORCE', '-COMP:v', '-COMP:AUX', 'PHI_N', '-SPEC:ADV'}
chiamato        ['LANG:IT']
chiamata-       {'PHI:DET:_', 'LANG:IT', 'ASP', 'PHI:GEN:_', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', 'LF:called', '-COMP:N', '-SPEC:FORCE', '-COMP:v', '-SPEC:T/fin', 'PHI:NUM:_', 'PF:chiamato', '-VAL', 'SPEC:P'}
claims          ['LANG:EN']
claim-          {'-COMP:D', 'COMP:T/fin', 'PHI:DET:_', 'LANG:EN', 'ASP', 'LF:claim', 'SPEC:TO/inf', 'PHI:GEN:_', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', 'SPEC:D', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'PF:claim', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
danno           {'LF:damage', 'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', 'LANG:IT', '-SPEC:INF', '-COMP:C/fin', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', 'PF:danno', '-SPEC:ADV', '-SPEC:C/fin'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'COMP:ARE/inf', 'PHI:DET:_', 'LANG:IT', 'ASP', 'PHI:GEN:_', 'SPEC:TO/inf', 'LF:detest', 'COMP:P', 'PF:detest', 'PHI:PER:_', 'V', 'SPEC:ADV', 'COMP:D', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', '-SPEC:T/fin', 'SEM:internal', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
devono          ['LANG:EN']
deva-           {'COMP:ARE/inf', 'PHI:DET:_', 'LANG:IT', 'PHI:GEN:_', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', 'LF:must', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', 'PF:deva', 'SPEC:D', '-COMP:N', '-SPEC:FORCE', '-COMP:v', '-SPEC:T/fin', 'SEM:internal', '-ASP', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
di              {'-COMP:T/fin', '-adjoinable', '-SPEC:ADV', 'PHI:DET:_', '-SPEC:INF', '-SPEC:iWH', '-COMP:ADV', 'LF:of', '-COMP:uWH', '-SPEC:v', '!COMP:*', 'LANG:FI', '-SPEC:V', 'PHI:PER:_', 'COMP:D', 'ARG', '-SPEC:Neg/fin', '-COMP:N', '-SPEC:FORCE', '-COMP:T', 'PF:di', '-SPEC:P', 'SPEC:*', '-SPEC:C', '-SPEC:iR', '-COMP:A', '-SPEC:T/fin', '-SPEC:N', 'PHI:NUM:_', 'P', '-VAL', '-SPEC:C/fin'}
does            {'COMP:Neg', 'SPEC:C/fin', 'PHI:DET:_', '!PROBE:V', 'LANG:EN', 'PHI:GEN:_', '!COMP:*', '-SPEC:TO/inf', 'SPEC:D', 'COMP:T/prt', '-SPEC:C', 'PHI:GEN:F', 'PHI:PER:3', '-SPEC:T/fin', '-SPEC:N', '!SPEC:*', 'PF:does', 'PHI:NUM:_', 'COMP:V', '-COMP:T/fin', 'COMP:v', 'SPEC:FORCE', 'FIN', 'SPEC:TO/inf', '-SPEC:v', 'PHI:NUM:SG', 'T/fin', '-SPEC:V', 'LF:does', 'PHI:GEN:M', 'PHI:PER:_', 'ARG', '-COMP:INF', 'SPEC:*', '-SPEC:Neg', 'VAL', 'T'}
does_C          ['LANG:EN']
does-           {'COMP:Neg', 'SPEC:C/fin', 'PHI:DET:_', '!PROBE:V', 'LANG:EN', 'PHI:GEN:_', '!COMP:*', '-SPEC:TO/inf', 'SPEC:D', 'COMP:T/prt', '-SPEC:C', 'PHI:GEN:F', 'PHI:PER:3', '-SPEC:T/fin', '-SPEC:N', '!SPEC:*', 'PF:does', 'PHI:NUM:_', 'COMP:V', '-COMP:T/fin', 'COMP:v', 'SPEC:FORCE', 'FIN', 'SPEC:TO/inf', '-SPEC:v', 'PHI:NUM:SG', 'T/fin', '-SPEC:V', 'LF:does', 'PHI:GEN:M', 'PHI:PER:_', 'ARG', '-COMP:INF', 'SPEC:*', '-SPEC:Neg', 'VAL', 'T'}
dorme           ['LANG:IT']
dorme-          {'-COMP:D', 'PHI:DET:_', 'LANG:EN', 'ASP', 'PHI:GEN:_', 'SPEC:TO/inf', 'COMP:P', '-COMP:MA/inf', 'PHI:PER:_', 'V', 'SPEC:ADV', '!SPEC:D', 'PF:dorme', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'SPEC:D', 'CLASS:INTR', 'LF:sleep', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
disappeared     ['LANG:EN']
disappear-      {'-COMP:D', 'PHI:DET:_', 'LF:disappear', 'LANG:EN', 'ASP', 'PHI:GEN:_', 'SPEC:TO/inf', 'COMP:P', '-COMP:MA/inf', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'SPEC:D', 'PF:disappear', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
e               ['LANG:IT']
easy            ['LANG:EN']
easy-           {'0', '2SPEC', 'SPEC:D', 'LF:easy', 'PF:easy', 'LANG:EN'}
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'PHI:DET:_', 'POL:NEG', 'Neg/fin', 'FIN', '!COMP:*', 'PF:ei', 'LANG:FI', 'NEG', '!COMP:T', 'PHI:PER:_', 'ARG', 'SPEC:*', '%SPEC:INF', 'COMP:T/prt', 'VAL', 'PHI:NUM:_', '!SPEC:*', '-SPEC:T/fin', 'SEM:internal', 'LF:neg', '-SPEC:T'}
e-              {'PHI:DET:_', 'POL:NEG', 'Neg/fin', 'FIN', '!COMP:*', 'PF:ei', 'LANG:FI', 'NEG', '!COMP:T', 'PHI:PER:_', 'ARG', 'SPEC:*', '%SPEC:INF', 'COMP:T/prt', 'VAL', 'PHI:NUM:_', '!SPEC:*', '-SPEC:T/fin', 'SEM:internal', 'LF:neg', '-SPEC:T'}
elaa            ['LANG:FI']
ela-            {'-COMP:D', 'LF:live', 'PF:elaa', 'PHI:DET:_', 'ASP', 'SPEC:TO/inf', 'LANG:FI', 'COMP:P', '-COMP:MA/inf', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', 'SPEC:D', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
etsii           ['LANG:FI']
etsi-           {'LF:search', 'PHI:DET:_', 'ASP', 'SPEC:TO/inf', '!COMP:D', '-COMP:P', '!COMP:*', 'LANG:FI', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'COMP:D', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'PF:etsi', 'CLASS:TR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
etta            {'PF:etta', '-SPEC:*', 'COMP:T/fin', '-SPEC:D', 'LF:that', '!PROBE:FIN', 'FORCE', 'FIN', 'COMP:C/fin', '!COMP:*', 'LANG:FI', '-ARG', '-VAL'}
fell            ['LANG:EN']
fell-           {'-COMP:D', 'PHI:DET:_', 'LANG:EN', 'ASP', 'LF:fell', 'SPEC:TO/inf', 'PHI:GEN:_', 'COMP:P', '-COMP:MA/inf', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', '-COMP:N', 'PF:fell', '-SPEC:FORCE', '-COMP:v', 'SPEC:D', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
flow'           {'PHI:DET:_', 'LANG:EN', 'ASP', 'PHI:GEN:_', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', 'PF:flow', 'SPEC:D', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'PHI:NUM:_', '-SPEC:T/fin', 'LF:flow', '-VAL', 'SPEC:P'}
from            {'-SPEC:*', '-COMP:T/fin', 'adjoinable', '-SPEC:ADV', 'PHI:DET:_', 'TAIL:V,+SEM:directional', '-SPEC:INF', '-SPEC:iWH', 'LANG:EN', '-COMP:ADV', '-COMP:uWH', 'PHI:GEN:_', '-SPEC:v', '!COMP:*', 'LF:from', '-SPEC:V', 'PHI:PER:_', 'COMP:D', 'ARG', '-SPEC:Neg/fin', '-COMP:N', '-float', '-COMP:T', '-SPEC:FORCE', '-SPEC:P', '-SPEC:C', '-SPEC:iR', 'PF:from', '-COMP:A', '-SPEC:T/fin', '-SPEC:N', 'PHI:NUM:_', 'P', '-VAL', '-SPEC:C/fin'}
gave            ['LANG:EN']
give-           {'PF:give', 'PHI:DET:_', '-COMP:FIN', 'LANG:EN', 'ASP', 'PHI:GEN:_', 'SPEC:TO/inf', '!COMP:*', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'COMP:D', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'SPEC:D', 'CLASS:DITR', 'LF:give', '-VAL', '-SPEC:T/fin', 'PHI:NUM:_', '+SEM:directional', 'SPEC:P'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'-SEM:directional', 'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', 'LANG:IT', 'PF:Giuseppe', '-SPEC:INF', '-COMP:C/fin', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', 'LF:Giuseppe', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'ASP:BOUNDED', '-SPEC:*', 'PHI:DET:_', 'COMP:A/inf', 'ASP', 'SPEC:TO/inf', '-COMP:P', '!COMP:*', 'LANG:FI', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'COMP:D', 'ARG', '-COMP:V', 'LF:want', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'PF:haluaa', 'CLASS:TR', '-SPEC:T/fin', 'SEM:internal', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
hairitsee       ['LANG:FI']
hairitse-       {'PHI:DET:_', '-COMP:FIN', 'ASP', 'SPEC:TO/inf', '!COMP:D', '-COMP:P', '!COMP:*', 'LANG:FI', 'COMP:P', 'LF:disturb', 'PF:hairitsee', 'PHI:PER:_', 'V', 'SPEC:ADV', 'COMP:D', 'ARG', '-COMP:V', 'SPEC:D', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'CLASS:TR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'LF:have', 'PHI:DET:_', 'LANG:IT', 'PF:ha', 'PHI:GEN:_', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', 'SPEC:D', 'SPEC:*', 'COMP:T', '-COMP:N', '-SPEC:FORCE', '-COMP:v', '-SPEC:T/fin', 'SEM:internal', '-ASP', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
horse           {'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', 'LANG:EN', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', 'PF:horse', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', 'LF:horse', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'-COMP:D', 'PHI:DET:_', 'LF:disappear', 'ASP', 'SPEC:TO/inf', 'LANG:FI', 'COMP:P', '-COMP:MA/inf', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'SPEC:D', 'CLASS:INTR', 'PF:havia', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
Helsingissa     ['LANG:FI']
Helsinki        ['LANG:FI']
Helsinki-       {'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', '-SPEC:INF', '-COMP:C/fin', '-SPEC:uWH', 'LANG:FI', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', 'PF:Helsinki', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'LF:Helsinki', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
ihailen         ['LANG:FI']
ihaili          ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'PF:ihaile-', 'PHI:DET:_', '-COMP:FIN', 'ASP', 'SPEC:TO/inf', '!COMP:D', '-COMP:P', '!COMP:*', 'LANG:FI', 'COMP:P', 'LF:admire', 'PHI:PER:_', 'V', 'SPEC:ADV', 'COMP:D', 'ARG', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'CLASS:TR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
il              {'-COMP:D', 'D', '-COMP:T/fin', '!PROBE:N', 'adjoinable', '-SPEC:MA/lla', 'LANG:IT', '-SPEC:INF', '-COMP:uR', '-COMP:P', '!COMP:*', '-SPEC:V', '-SPEC:Neg/fin', 'COMP:N', '-SPEC:P', '-SPEC:C', 'PF:il', 'LF:the', '-SPEC:T/fin', 'OP', '-ARG'}
i               {'-COMP:D', 'D', '-COMP:T/fin', '!PROBE:N', 'adjoinable', '-SPEC:MA/lla', 'LANG:IT', '-SPEC:INF', '-COMP:uR', '-COMP:P', '!COMP:*', '-SPEC:V', '-SPEC:Neg/fin', 'COMP:N', '-SPEC:P', '-SPEC:C', 'PF:il', 'LF:the', '-SPEC:T/fin', 'OP', '-ARG'}
in              {'-COMP:T/fin', 'adjoinable', '-SPEC:ADV', 'PHI:DET:_', 'LANG:IT', 'PF:in', '-SPEC:INF', '-SPEC:iWH', '-COMP:ADV', '-COMP:uWH', 'PHI:GEN:_', 'LF:in', '-SPEC:v', '!COMP:*', '-SPEC:V', 'PHI:PER:_', 'COMP:D', 'ARG', '-SPEC:Neg/fin', '-COMP:N', '-SPEC:FORCE', '-COMP:T', '-SPEC:P', '-SPEC:C', '-SPEC:iR', '-COMP:A', '-SPEC:T/fin', '-SPEC:N', 'PHI:NUM:_', 'P', '-VAL', '-SPEC:C/fin'}
infermieri      {'COMP:R/D', 'COMP:D/rel', '-COMP:WH', 'COMP:R', 'PF:infermieri', 'LANG:IT', '-SPEC:INF', 'LF:nurses', '-COMP:C/fin', '-SPEC:uWH', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
is              ['LANG:EN']
be-             {'PF:be', 'LANG:EN', 'ASP', 'SPEC:TO/inf', '!COMP:*', 'COMP:P', 'V', '-COMP:TO/inf', 'SPEC:ADV', '-COMP:V', 'SPEC:D', '-COMP:N', 'LF:be', '-SPEC:FORCE', '-COMP:v', 'COPULA', '-SPEC:T/fin', '-ARG', '-VAL', 'SPEC:P'}
istuuko         ['LANG:FI']
istuu           ['LANG:FI']
istu-           {'-COMP:D', 'PHI:DET:_', 'ASP', 'SPEC:TO/inf', 'LANG:FI', 'COMP:P', '-COMP:MA/inf', 'PF:istuu', 'PHI:PER:_', 'V', 'SPEC:ADV', 'ARG', 'LF:sit', '-COMP:V', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'SPEC:D', 'CLASS:INTR', '-SPEC:T/fin', 'PHI:NUM:_', '-VAL', 'SPEC:P'}
John            ['LANG:EN']
John-           {'COMP:R/D', '-COMP:WH', '-SPEC:INF', 'LANG:EN', 'COMP:P', 'COMP:uR', '-COMP:V', '-COMP:N', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-SPEC:C/fin', '-SEM:directional', 'COMP:D/rel', '-adjoinable', 'COMP:R', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:V', '-COMP:VA/inf', 'LF:John', '-SPEC:R', 'PF:John', 'N', '-SPEC:FORCE', '-COMP:v', '-COMP:AUX', '-SPEC:ADV'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'COMP:R/D', '-COMP:*', '-COMP:WH', '-SPEC:INF', 'LF:who', 'LANG:FI', 'COMP:P', 'COMP:uR', '-COMP:V', '-COMP:N', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-SPEC:C/fin', 'COMP:D/rel', 'COMP:R', '-COMP:C/fin', '-SPEC:uWH', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'N', 'PF:joka', '-SPEC:FORCE', '-COMP:v', '-COMP:AUX', 'PHI_N', '-SPEC:ADV'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-SEM:directional', 'COMP:R/D', 'LF:Jukka', 'COMP:D/rel', '-COMP:WH', 'COMP:R', 'PF:Jukka', '-SPEC:INF', '-COMP:C/fin', '-SPEC:uWH', 'LANG:FI', 'COMP:P', '-SPEC:V', '-COMP:VA/inf', '-SPEC:R', 'COMP:uR', '-COMP:V', 'N', '-COMP:N', '-SPEC:FORCE', '-COMP:v', 'COMP:T/prt', 'SPEC:A', 'COMP:C', '-SPEC:P', '-COMP:A', '-SPEC:N', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:ADV', '-SPEC:C/fin'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
