ï»¿dummy        {'LANG:EN', 'dummy'}
adora-          {'PHI:PER:_', 'LF:admire', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:IT', 'COMP:P', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'PF:adora', 'ASP', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
antaa           ['LANG:FI']
anta-           {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:FIN', 'PF:antaa', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'LF:give', '+SEM:directional', 'CLASS:DITR', 'COMP:P', '!COMP:*', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', 'ASP:BOUNDED', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'ASP', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
antoi           ['LANG:FI']
asks            ['LANG:EN']
ask'            {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', 'LANG:EN', '-SPEC:FORCE', 'COMP:P', 'LF:ask', 'PHI:GEN:_', 'PF:ask', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'SEM:internal', 'ASP', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
ask-            {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', 'LANG:EN', '-SPEC:FORCE', 'COMP:P', 'LF:ask', 'PHI:GEN:_', 'PF:ask', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'SEM:internal', 'ASP', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
avain_0acc      ['LANG:EN']
avain_nom       ['LANG:EN']
avain           ['LANG:EN']
avaimen_acc     ['LANG:EN']
avaimen         ['LANG:EN']
avaimet         ['LANG:EN']
avainta         ['LANG:EN']
avain-          {'-SPEC:ADV', 'COMP:uR', 'PF:avain', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:FI', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SEM:directional', '-SPEC:C/fin', '-COMP:AUX', 'LF:key', '-COMP:v', 'SPEC:A', '-SPEC:P'}
auton           ['LANG:FI']
auto            ['LANG:FI']
auto-           {'-SPEC:ADV', 'COMP:uR', 'LF:car', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'PF:auto', '-SPEC:uWH', 'LANG:FI', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SEM:directional', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
city            {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', 'LANG:EN', '-SPEC:FORCE', '-SPEC:uWH', 'LF:city', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', 'PF:city', '-SPEC:P'}
che             ['LANG:IT']
che-            {'-SPEC:ADV', '-COMP:*', 'COMP:uR', 'PF:che', '-SPEC:V', 'N', '-SPEC:R', '-SPEC:FORCE', 'LF:who', 'LANG:IT', '-SPEC:uWH', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'PHI_N', 'SPEC:A', '-SPEC:P'}
chiamato        ['LANG:IT']
chiamata-       {'PHI:PER:_', 'LF:called', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:IT', 'COMP:P', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'PF:chiamato', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
danno           {'-SPEC:ADV', 'COMP:uR', 'PF:danno', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'LANG:IT', '-SPEC:uWH', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', 'LF:damage', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
del             ['LANG:IT']
della           ['LANG:IT']
detesto         ['LANG:IT']
detesto         ['LANG:IT']
detest-         {'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:IT', 'COMP:ARE/inf', 'COMP:P', 'PHI:GEN:_', 'LF:detest', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'SEM:internal', 'ASP', 'PF:detest', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
devono          ['LANG:EN']
deva-           {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:IT', '-ASP', 'COMP:ARE/inf', 'PF:deva', 'COMP:P', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'SEM:internal', 'LF:must', '-COMP:v', 'PHI:DET:_'}
di              {'-SPEC:iR', '-SPEC:ADV', 'PHI:PER:_', 'LF:of', '-SPEC:V', '-COMP:T/fin', 'PHI:NUM:_', '-SPEC:FORCE', 'P', 'SPEC:*', 'LANG:FI', '-SPEC:INF', '!COMP:*', '-SPEC:N', 'ARG', '-COMP:N', 'PHI:DET:_', '-SPEC:T/fin', 'COMP:D', '-VAL', '-SPEC:iWH', '-SPEC:Neg/fin', 'PF:di', '-SPEC:C', '-SPEC:v', '-COMP:ADV', '-SPEC:C/fin', '-adjoinable', '-COMP:uWH', '-SPEC:P'}
does            {'SPEC:D', '-SPEC:Neg', '-SPEC:V', 'VAL', '-SPEC:FORCE', 'SPEC:*', 'PF:does', 'COMP:V', 'PHI:GEN:F', 'ARG', 'PHI:PER:3', 'COMP:Neg', '-SPEC:T/fin', '!SPEC:D', '-SPEC:C', '!PROBE:V', 'SPEC:TO/inf', 'PHI:GEN:M', '-SPEC:C/fin', 'PHI:DET:_', '-COMP:INF', 'PHI:NUM:SG', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', 'LF:does', 'LANG:EN', '!COMP:*', 'COMP:v', 'T/fin', '-SPEC:N', 'PHI:GEN:_', '-SPEC:TO/inf', '-SPEC:v', 'FIN', 'T', 'COMP:T/prt'}
does_C          ['LANG:EN']
does-           {'SPEC:D', '-SPEC:Neg', '-SPEC:V', 'VAL', '-SPEC:FORCE', 'SPEC:*', 'PF:does', 'COMP:V', 'PHI:GEN:F', 'ARG', 'PHI:PER:3', 'COMP:Neg', '-SPEC:T/fin', '!SPEC:D', '-SPEC:C', '!PROBE:V', 'SPEC:TO/inf', 'PHI:GEN:M', '-SPEC:C/fin', 'PHI:DET:_', '-COMP:INF', 'PHI:NUM:SG', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', 'LF:does', 'LANG:EN', '!COMP:*', 'COMP:v', 'T/fin', '-SPEC:N', 'PHI:GEN:_', '-SPEC:TO/inf', '-SPEC:v', 'FIN', 'T', 'COMP:T/prt'}
dorme           ['LANG:IT']
dorme-          {'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', 'LANG:EN', '-SPEC:FORCE', 'PF:dorme', 'COMP:P', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'LF:sleep', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', '!SPEC:D', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
e               ['LANG:IT']
en              ['LANG:FI']
et              ['LANG:FI']
ei              ['LANG:FI']
emme            ['LANG:FI']
ette            ['LANG:FI']
eivat           ['LANG:FI']
ei'             {'-SPEC:T', 'PHI:PER:_', 'PHI:NUM:_', 'POL:NEG', 'VAL', 'LF:neg', '!COMP:*', 'LANG:FI', 'SPEC:*', 'ARG', '!COMP:T', '!SPEC:*', 'NEG', '%SPEC:INF', '-SPEC:T/fin', 'PF:ei', 'Neg/fin', 'FIN', 'SEM:internal', 'PHI:DET:_', 'COMP:T/prt'}
e-              {'-SPEC:T', 'PHI:PER:_', 'PHI:NUM:_', 'POL:NEG', 'VAL', 'LF:neg', '!COMP:*', 'LANG:FI', 'SPEC:*', 'ARG', '!COMP:T', '!SPEC:*', 'NEG', '%SPEC:INF', '-SPEC:T/fin', 'PF:ei', 'Neg/fin', 'FIN', 'SEM:internal', 'PHI:DET:_', 'COMP:T/prt'}
elaa            ['LANG:FI']
ela-            {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', 'LF:live', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-COMP:MA/inf', '-VAL', '-COMP:D', 'CLASS:INTR', 'V', 'PF:elaa', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
etsii           ['LANG:FI']
etsi-           {'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'PHI:DET:_', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'LF:search', 'SPEC:TO/inf', 'PF:etsi', 'ASP', 'COMP:D', '-COMP:v', '!COMP:D'}
etta            {'-ARG', '-SPEC:*', 'LF:that', '-VAL', 'COMP:C/fin', 'FIN', '!COMP:*', 'COMP:T/fin', 'PF:etta', '!PROBE:T/fin', 'FORCE', 'LANG:FI'}
flow'           {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', 'PF:flow', '-COMP:T/fin', 'LANG:EN', '-SPEC:FORCE', 'COMP:P', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'PHI:DET:_', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'LF:flow'}
from            {'-SPEC:iR', '-SPEC:ADV', 'PHI:PER:_', '-SPEC:C/fin', 'LF:from', '-SPEC:V', 'adjoinable', '-COMP:T/fin', 'PHI:NUM:_', 'LANG:EN', '-SPEC:FORCE', 'P', '-SPEC:INF', '!COMP:*', 'TAIL:V,+SEM:directional', '-SPEC:N', 'PHI:GEN:_', 'ARG', '-COMP:N', '-SPEC:*', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', '-SPEC:iWH', '-SPEC:Neg/fin', '-SPEC:C', '-SPEC:v', '-float', '-COMP:ADV', 'PF:from', 'COMP:D', '-COMP:uWH', '-SPEC:P'}
gave            ['LANG:EN']
give-           {'PF:give', 'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:FIN', '-COMP:T/fin', 'LANG:EN', '-SPEC:FORCE', 'LF:give', '+SEM:directional', 'COMP:P', 'CLASS:DITR', '!COMP:*', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'ASP', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
Giuseppe        ['LANG:IT']
Giuseppe-       {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'LANG:IT', 'LF:Giuseppe', '-SPEC:uWH', '-SPEC:INF', 'COMP:P', 'PF:Giuseppe', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SEM:directional', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
haluaa          ['LANG:FI']
halusi          ['LANG:FI']
halusimme       ['LANG:FI']
haluan          ['LANG:FI']
halua           ['LANG:FI']
haluamalla      ['LANG:FI']
haluttiin       ['LANG:FI']
haluttu         ['LANG:FI']
halua-          {'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', '-COMP:P', 'CLASS:TR', 'LANG:FI', 'LF:want', 'COMP:P', '!COMP:*', 'ARG', '-COMP:N', 'SPEC:P', '-SPEC:*', 'SPEC:ADV', 'ASP:BOUNDED', '-SPEC:T/fin', '-COMP:V', '-VAL', 'COMP:A/inf', 'V', 'SPEC:TO/inf', 'SEM:internal', 'ASP', 'PF:haluaa', 'COMP:D', '-COMP:v', 'PHI:DET:_'}
hairitsee       ['LANG:FI']
hairitse-       {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:FIN', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'PF:hairitsee', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'PHI:DET:_', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', 'LF:disturb', '-VAL', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', '!COMP:D'}
hanno           ['LANG:IT']
ho              ['LANG:IT']
ha-             {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', 'PF:ha', '-SPEC:FORCE', 'LANG:IT', '-ASP', 'SPEC:*', 'COMP:P', 'PHI:GEN:_', 'ARG', '-COMP:N', 'SPEC:P', 'LF:have', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'SEM:internal', 'PHI:DET:_', '-COMP:v', 'COMP:T'}
havisivat       ['LANG:FI']
haviavan        ['LANG:FI']
havisi          ['LANG:FI']
havia-          {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-COMP:MA/inf', '-VAL', '-COMP:D', 'PF:havia', 'CLASS:INTR', 'V', 'SPEC:TO/inf', 'ASP', 'LF:disappear', '-COMP:v', 'PHI:DET:_'}
ihailen         ['LANG:FI']
ihaili          ['LANG:FI']
ihailet         ['LANG:FI']
ihailee         ['LANG:FI']
ihailemme       ['LANG:FI']
ihailette       ['LANG:FI']
ihailevat       ['LANG:FI']
ihailevansa     ['LANG:FI']
ihailemassa     ['LANG:FI']
ihailtua        ['LANG:FI']
ihaile          ['LANG:FI']
ihaillut        ['LANG:FI']
ihailla         ['LANG:FI']
ihailemalla     ['LANG:FI']
ihaile-         {'PHI:PER:_', 'LF:admire', '-COMP:FIN', '-COMP:T/fin', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:P', 'CLASS:TR', 'LANG:FI', '!COMP:*', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'PHI:DET:_', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'PF:ihaile-', 'V', 'SPEC:TO/inf', 'ASP', 'COMP:D', '-COMP:v', '!COMP:D'}
il              {'-ARG', '-COMP:uR', 'COMP:N', 'OP', 'adjoinable', '-SPEC:V', '-COMP:T/fin', 'LANG:IT', 'PF:il', '!COMP:*', '-SPEC:INF', '-SPEC:MA/lla', '-SPEC:T/fin', '-COMP:D', '-SPEC:Neg/fin', '-SPEC:C', 'D', '!PROBE:N', 'LF:the', '-SPEC:P'}
i               {'-ARG', '-COMP:uR', 'COMP:N', 'OP', 'adjoinable', '-SPEC:V', '-COMP:T/fin', 'LANG:IT', 'PF:il', '!COMP:*', '-SPEC:INF', '-SPEC:MA/lla', '-SPEC:T/fin', '-COMP:D', '-SPEC:Neg/fin', '-SPEC:C', 'D', '!PROBE:N', 'LF:the', '-SPEC:P'}
in              {'-SPEC:iR', '-SPEC:ADV', 'PHI:PER:_', 'adjoinable', 'LF:in', '-SPEC:V', '-COMP:T/fin', 'PHI:NUM:_', '-SPEC:FORCE', 'LANG:IT', 'P', '-SPEC:INF', '!COMP:*', 'PF:in', '-SPEC:N', 'PHI:GEN:_', 'ARG', '-COMP:N', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', '-SPEC:iWH', '-SPEC:Neg/fin', '-SPEC:C', '-SPEC:v', '-COMP:ADV', '-SPEC:C/fin', 'COMP:D', '-COMP:uWH', '-SPEC:P'}
infermieri      {'-SPEC:ADV', 'COMP:uR', 'PF:infermieri', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'LANG:IT', '-SPEC:uWH', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', 'LF:nurses', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
is              ['LANG:EN']
be-             {'-ARG', 'PF:be', 'SPEC:D', '-COMP:T/fin', 'LANG:EN', 'COPULA', '-SPEC:FORCE', '-COMP:TO/inf', '!COMP:*', 'COMP:P', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-COMP:V', '-SPEC:T/fin', '-VAL', 'LF:be', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v'}
istuuko         ['LANG:FI']
istuu-          {'SPEC:D', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'COMP:P', 'PF:istuu', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-COMP:MA/inf', '-VAL', '-COMP:D', 'LF:sit', 'CLASS:INTR', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
John            ['LANG:EN']
John-           {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', 'LANG:EN', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:v', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'LF:John', 'COMP:R/D', '-SEM:directional', '-SPEC:C/fin', 'PF:John', '-adjoinable', '-COMP:AUX', 'SPEC:A', '-SPEC:P'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'PF:joka', '-SPEC:ADV', '-COMP:*', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'LF:who', '-SPEC:uWH', 'LANG:FI', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'PHI_N', 'SPEC:A', '-SPEC:P'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-SPEC:ADV', 'COMP:uR', 'PF:Jukka', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'LF:Jukka', '-SPEC:uWH', 'LANG:FI', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SEM:directional', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
juosten         ['LANG:FI']
juokse-         {'LF:run', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'PF:juokse-', 'LANG:FI', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
istuu           ['LANG:FI']
istu-           {'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', 'LANG:FI', 'COMP:P', 'PF:istuu', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'LF:sit', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
kaksi           {'ARG', 'NUM', 'PHI:NUM:SG', 'PHI:PER:_', '-VAL', 'LF:two', 'PHI:NUM:_', 'PF:kaksi', 'TAIL:ARG,VAL,FIN', 'SPEC:*', 'LANG:FI', 'COMP:n', 'COMP:N', 'PHI:DET:_'}
kaksi           {'COMP:n', 'NUM', 'LF:two', 'TAIL:*POL:NEG', 'PF:kaksi', 'LANG:EN', 'SPEC:*', 'TAIL:ARG,ASP:BOUNDED', 'COMP:N'}
kaksi_1         {'ARG', 'NUM', 'PHI:NUM:SG', 'PHI:PER:_', '-VAL', 'LF:two', 'PHI:NUM:_', 'PF:kaksi', 'TAIL:ARG,VAL,FIN', 'SPEC:*', 'LANG:FI', 'COMP:n', 'COMP:N', 'PHI:DET:_'}
kaksi_2         {'COMP:n', 'NUM', 'LF:two', 'TAIL:*POL:NEG', 'PF:kaksi', 'LANG:EN', 'SPEC:*', 'TAIL:ARG,ASP:BOUNDED', 'COMP:N'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'PF:kaksi', 'NUM', 'SPEC:*', 'LANG:FI', 'COMP:n', 'LF:two', 'COMP:N'}
kaupunkia       ['LANG:EN']
kaupunki        {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', '-COMP:P', '-SPEC:FORCE', '-SPEC:uWH', 'LF:city', 'LANG:FI', '-SPEC:INF', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', 'PF:kaupunki', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'LF:order', 'SEM:external', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-SPEC:FORCE', '!COMP:A/inf', 'LANG:FI', 'PF:kaske', 'COMP:P', 'ARG', '-COMP:N', 'SPEC:P', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:V', '-VAL', 'V', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PHI:DET:_'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', 'PF:kello', 'LANG:FI', '-SPEC:uWH', '-SPEC:INF', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'LF:watch', 'COMP:R/D', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
kello0-         {'LF:watch', 'SPEC:D', 'PF:kello', 'LANG:FI', '2SPEC', '0'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', 'LANG:EN', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:INF', 'PF:key', 'COMP:P', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'COMP:R/D', '-SPEC:C/fin', '-COMP:AUX', 'LF:key', '-COMP:v', 'SPEC:A', '-SPEC:P'}
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-SPEC:ADV', 'COMP:uR', '-SPEC:V', '-SPEC:R', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:FI', '-SPEC:INF', 'COMP:P', 'PF:kirja', '-SPEC:N', '-COMP:N', '-COMP:WH', 'COMP:C', '-COMP:V', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:A', 'COMP:R', 'LF:book', 'COMP:R/D', '-SEM:directional', '-SPEC:C/fin', '-COMP:AUX', '-COMP:v', 'SPEC:A', '-SPEC:P'}
